,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.833103448275862,0.48,0.48,0.48,0.52,0.48,0.8464367816091954,0.52,0.52,0.48,0.8271264367816092,0.84,0.8657471264367816,0.48,0.52
