loss,accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.0027646105767904607,0.2554806070826307,1.716022253036499,False,,,1,8cb60_00085,c2482ab4a7af4a8eb4000d0f731c28a6,2023-03-01_10-07-43,1677661663,1.716022253036499,2726594,gpu-011,10.1.1.7,1.716022253036499,0,1,0.011301517486572266
0.0027644939808580166,0.2554806070826307,1.1494016647338867,False,,,2,8cb60_00085,c2482ab4a7af4a8eb4000d0f731c28a6,2023-03-01_10-07-44,1677661664,2.8654239177703857,2726594,gpu-011,10.1.1.7,2.8654239177703857,0,2,0.011301517486572266
0.00276437527413714,0.2554806070826307,1.656543254852295,False,,,3,8cb60_00085,c2482ab4a7af4a8eb4000d0f731c28a6,2023-03-01_10-07-46,1677661666,4.521967172622681,2726594,gpu-011,10.1.1.7,4.521967172622681,0,3,0.011301517486572266
0.0027642566679299983,0.2554806070826307,1.4341850280761719,False,,,4,8cb60_00085,c2482ab4a7af4a8eb4000d0f731c28a6,2023-03-01_10-07-47,1677661667,5.9561522006988525,2726594,gpu-011,10.1.1.7,5.9561522006988525,0,4,0.011301517486572266
0.0027641385642915312,0.2554806070826307,1.2779061794281006,False,,,5,8cb60_00085,c2482ab4a7af4a8eb4000d0f731c28a6,2023-03-01_10-07-49,1677661669,7.234058380126953,2726594,gpu-011,10.1.1.7,7.234058380126953,0,5,0.011301517486572266
0.0027640205611667986,0.2554806070826307,1.7235002517700195,False,,,6,8cb60_00085,c2482ab4a7af4a8eb4000d0f731c28a6,2023-03-01_10-07-50,1677661670,8.957558631896973,2726594,gpu-011,10.1.1.7,8.957558631896973,0,6,0.011301517486572266
0.0027639029600970057,0.2554806070826307,1.912395715713501,False,,,7,8cb60_00085,c2482ab4a7af4a8eb4000d0f731c28a6,2023-03-01_10-07-52,1677661672,10.869954347610474,2726594,gpu-011,10.1.1.7,10.869954347610474,0,7,0.011301517486572266
0.002763783951834925,0.2554806070826307,1.4444379806518555,False,,,8,8cb60_00085,c2482ab4a7af4a8eb4000d0f731c28a6,2023-03-01_10-07-54,1677661674,12.314392328262329,2726594,gpu-011,10.1.1.7,12.314392328262329,0,8,0.011301517486572266
0.002763668461553564,0.2554806070826307,1.7186377048492432,False,,,9,8cb60_00085,c2482ab4a7af4a8eb4000d0f731c28a6,2023-03-01_10-07-56,1677661676,14.033030033111572,2726594,gpu-011,10.1.1.7,14.033030033111572,0,9,0.011301517486572266
0.002763551765107385,0.2554806070826307,1.311851978302002,False,,,10,8cb60_00085,c2482ab4a7af4a8eb4000d0f731c28a6,2023-03-01_10-07-57,1677661677,15.344882011413574,2726594,gpu-011,10.1.1.7,15.344882011413574,0,10,0.011301517486572266
0.0027634388881831308,0.2554806070826307,1.407195806503296,False,,,11,8cb60_00085,c2482ab4a7af4a8eb4000d0f731c28a6,2023-03-01_10-07-58,1677661678,16.75207781791687,2726594,gpu-011,10.1.1.7,16.75207781791687,0,11,0.011301517486572266
0.002763322392764421,0.2554806070826307,1.5645995140075684,False,,,12,8cb60_00085,c2482ab4a7af4a8eb4000d0f731c28a6,2023-03-01_10-08-00,1677661680,18.31667733192444,2726594,gpu-011,10.1.1.7,18.31667733192444,0,12,0.011301517486572266
0.002763207907620409,0.2554806070826307,1.5481791496276855,False,,,13,8cb60_00085,c2482ab4a7af4a8eb4000d0f731c28a6,2023-03-01_10-08-01,1677661681,19.864856481552124,2726594,gpu-011,10.1.1.7,19.864856481552124,0,13,0.011301517486572266
0.0027630908091192904,0.2554806070826307,1.4492790699005127,False,,,14,8cb60_00085,c2482ab4a7af4a8eb4000d0f731c28a6,2023-03-01_10-08-03,1677661683,21.314135551452637,2726594,gpu-011,10.1.1.7,21.314135551452637,0,14,0.011301517486572266
0.0027629761229478085,0.2554806070826307,1.6066563129425049,False,,,15,8cb60_00085,c2482ab4a7af4a8eb4000d0f731c28a6,2023-03-01_10-08-04,1677661684,22.92079186439514,2726594,gpu-011,10.1.1.7,22.92079186439514,0,15,0.011301517486572266
0.0027628623413999405,0.2554806070826307,1.3162550926208496,False,,,16,8cb60_00085,c2482ab4a7af4a8eb4000d0f731c28a6,2023-03-01_10-08-06,1677661686,24.23704695701599,2726594,gpu-011,10.1.1.7,24.23704695701599,0,16,0.011301517486572266
0.00276274685111858,0.2554806070826307,1.1572089195251465,False,,,17,8cb60_00085,c2482ab4a7af4a8eb4000d0f731c28a6,2023-03-01_10-08-07,1677661687,25.394255876541138,2726594,gpu-011,10.1.1.7,25.394255876541138,0,17,0.011301517486572266
