,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.6968225836753845,0.7424576282501221,0.6678475737571716,0.7428776025772095,0.8131650686264038,0.7098293900489807,0.8233127593994141,0.6785230040550232,0.7196882367134094,0.7019938826560974,0.7105126976966858,0.7919663190841675,0.7124087810516357,0.6752970218658447,0.6908397078514099,0.6900918483734131,0.7261854410171509,0.6440120935440063,0.71160888671875,0.6926760673522949,0.7061108350753784,0.8740627765655518,0.6673282384872437,0.6829708814620972,0.7298387885093689,0.6703664660453796,0.7107058763504028,0.6789987087249756,0.7703499794006348,0.7420967817306519,0.6738611459732056,0.6632171869277954,0.7112328410148621,0.6893364787101746,0.6784728765487671,0.6919274926185608,0.7200764417648315,0.6882607936859131,0.6876035928726196,0.7051471471786499,0.63785719871521,0.7284225225448608,0.7649015784263611,0.7162051200866699,0.7085512280464172,0.7082288861274719,0.7373331189155579,0.7561582326889038,0.7008952498435974,0.6858081221580505
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.0653772354125977,1.661381483078003,0.7912448048591614,0.9819244146347046,0.8574140071868896,0.916542649269104,1.187635064125061,0.8921517133712769,0.976573646068573,1.0758442878723145,1.1042530536651611,2.708369731903076,2.3013083934783936,0.7669436931610107,0.7791820764541626,1.7517166137695312,1.18387770652771,0.8761260509490967,1.4567302465438845,0.9674001932144164,1.4515221118927002,1.0384939908981323,0.8138906359672546,2.1005778312683105,1.3393325805664062,1.1072852611541748,1.6478396654129028,1.1114997863769531,1.4198013544082642,0.8158550262451172,0.7655505537986755,0.7426525950431824,1.0317822694778442,0.8935707211494446,1.0123727321624756,1.4120854139328003,0.936927080154419,1.04239821434021,0.8788800835609436,0.8173217177391052,0.8275672793388367,1.4053388833999634,0.9167630076408386,1.8958553075790403,0.8050473928451538,0.9006319642066956,1.2051891088485718,1.1162381172180176,1.8503329753875728,0.7129079699516296
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1.2799152135849,1.1615076065063477,0.918591856956482,0.9751250743865968,1.320605754852295,1.2579165697097778,0.992334008216858,1.0118757486343384,1.0433634519577026,1.7035304307937622,1.184320092201233,2.179903030395508,1.5674101114273071,0.8745882511138916,0.867627739906311,2.0067381858825684,1.207830786705017,1.480116844177246,1.177809715270996,1.079764485359192,2.042866468429565,0.8086323738098145,0.9653483033180236,2.204063653945923,1.2672336101531982,0.9347822070121764,0.9332597851753236,1.1192208528518677,1.1506831645965576,0.965728998184204,1.2685673236846924,1.3805160522460938,1.1795275211334229,1.3123908042907717,2.3224518299102783,1.2789819240570068,1.6807044744491575,0.810598611831665,1.2646324634552002,1.0596458911895752,0.701874852180481,1.8418447971343996,1.0914721488952637,1.2451186180114746,1.0919666290283203,1.5040478706359863,1.2883895635604858,1.606775164604187,1.174494981765747,0.8224977850914001
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1.35746431350708,0.9546964168548584,1.042227029800415,1.338171124458313,1.5457042455673218,1.5628925561904907,1.1901562213897705,0.8912739753723145,1.1903311014175415,1.4358068704605105,1.2475574016571045,2.0175859928131104,1.2424020767211914,1.0194190740585327,1.0566221475601196,1.745417594909668,1.5736161470413208,0.9396237134933472,1.2426354885101318,1.092827320098877,1.529080510139465,0.8672322630882263,0.7420980930328369,2.682114839553833,1.36155104637146,1.2358269691467283,0.8761162757873535,1.0236523151397705,1.480760097503662,1.1862369775772097,1.0513732433319092,1.5853544473648071,1.2526758909225464,1.360767841339111,1.984297513961792,1.2227882146835327,1.9616011381149288,0.9991468787193298,1.1376445293426514,0.9536353945732116,0.8075771927833557,1.1833289861679075,1.2203766107559204,1.068611979484558,1.408117413520813,1.6320148706436155,1.119709014892578,1.6157487630844116,0.825888454914093,1.0870743989944458
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1.3626612424850464,0.9759809374809264,0.9980412125587464,1.2082563638687134,1.2479521036148071,1.512478232383728,1.548619508743286,0.9155279397964478,1.4338951110839844,1.905863642692566,1.2443348169326782,1.7699071168899536,1.2757378816604614,1.0007401704788208,0.9956451654434204,2.5712814331054688,1.398847222328186,1.0398755073547363,1.3643698692321775,1.275963544845581,1.768822431564331,0.736488938331604,0.7149025201797485,2.805413722991944,1.067629337310791,1.386422634124756,0.9986586570739746,1.1510028839111328,1.3426965475082395,1.276226282119751,1.4328014850616455,1.6784756183624268,0.9662207961082458,1.4410619735717771,1.4762805700302124,1.1303606033325195,1.7025556564331057,1.1085339784622192,1.1918565034866333,1.0736303329467771,0.8410823345184326,1.0888477563858032,1.212782382965088,1.1074507236480713,1.4385545253753662,1.4501595497131348,1.3030037879943848,1.42571759223938,0.8797231912612915,1.3883585929870603
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1.3701564073562622,1.000282645225525,1.11480450630188,1.3103561401367188,1.362834930419922,1.4443535804748535,1.1171152591705322,0.9661067128181458,1.35591459274292,1.701427340507507,1.3422274589538574,1.9826642274856567,1.389792799949646,0.9714845418930054,0.9645548462867736,1.7676401138305664,1.142905354499817,1.3679826259613037,1.4717565774917605,1.388351321220398,1.5510402917861938,0.6591483950614929,0.8668845891952515,2.9953341484069824,1.115147829055786,1.2811206579208374,1.2933233976364136,1.0934666395187378,1.3677371740341189,1.3290280103683472,1.4936671257019043,1.3630279302597046,1.0498075485229492,1.3544315099716189,1.405817985534668,1.2103095054626465,1.766934156417847,1.3404765129089355,1.2054224014282229,1.2251598834991455,1.0281147956848145,1.1771959066390991,1.229466199874878,1.317918300628662,1.5087976455688477,1.368602275848389,1.298802375793457,1.2243375778198242,0.8743452429771423,1.252485752105713
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1.3688273429870603,1.0999256372451782,1.0009329319000244,1.419585108757019,1.5550037622451782,1.596866488456726,1.1472246646881104,1.1361663341522217,1.240397334098816,1.2953953742980957,1.6150741577148438,2.3025710582733154,1.5141358375549316,1.0864073038101196,1.332774996757507,1.7214428186416626,1.492180585861206,1.4607754945755005,1.4649367332458496,1.4717787504196167,1.625054955482483,0.7667705416679382,0.9048004746437072,3.1959445476531982,1.177202224731445,1.4091459512710571,0.9404845237731934,1.0423113107681274,1.4517379999160769,1.3800314664840698,1.2130420207977295,1.022411227226257,1.0349756479263306,1.3657575845718384,1.3991109132766724,1.2296228408813477,1.7098504304885864,1.1997188329696655,1.2157880067825315,1.258699655532837,1.0036717653274536,1.099368929862976,1.2357791662216189,1.252431869506836,1.40677809715271,1.2929607629776,1.438783884048462,1.242364525794983,0.9852460622787476,1.3207145929336548
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
