,0,1,2,3,4
0,0.2833052276559865,0.5084317032040472,0.4005059021922428,0.2774030354131535,0.4198988195615514
1,0.521079258010118,,,,
2,0.5092748735244519,,,,
3,0.5531197301854974,,,,
4,0.5666104553119731,,,,
5,0.572512647554806,,,,
6,0.5834738617200674,,,,
7,0.5860033726812817,,,,
8,0.56070826306914,,,,
9,0.5733558178752108,,,,
10,0.5902192242833052,,,,
11,0.5860033726812817,,,,
12,0.6138279932546374,,,,
13,0.6197301854974705,,,,
14,0.6205733558178752,,,,
15,0.6222596964586846,,,,
16,0.6239460370994941,,,,
17,0.6323777403035413,,,,
18,0.642495784148398,,,,
19,0.6441821247892074,,,,
20,0.6475548060708263,,,,
21,0.6509274873524452,,,,
22,0.6475548060708263,,,,
23,0.6745362563237775,,,,
24,0.6897133220910624,,,,
25,0.6956155143338955,,,,
26,0.688026981450253,,,,
27,0.6905564924114671,,,,
28,0.6913996627318718,,,,
29,0.6795952782462057,,,,
30,0.6888701517706577,,,,
31,0.6745362563237775,,,,
32,0.6947723440134908,,,,
33,0.6947723440134908,,,,
34,0.6956155143338955,,,,
35,0.6897133220910624,,,,
36,0.6736930860033726,,,,
37,0.678752107925801,,,,
38,0.7074198988195616,,,,
39,0.7133220910623946,,,,
40,0.7015177065767285,,,,
41,0.7065767284991569,,,,
42,0.7166947723440135,,,,
43,0.7175379426644182,,,,
44,0.7234401349072512,,,,
45,0.7293423271500843,,,,
46,0.7386172006745363,,,,
47,0.7436762225969646,,,,
48,0.7403035413153457,,,,
49,0.7284991568296796,,,,
50,0.7403035413153457,,,,
51,0.7462057335581788,,,,
52,0.7529510961214165,,,,
53,0.7647554806070826,,,,
54,0.7495784148397976,,,,
55,0.7689713322091062,,,,
56,0.769814502529511,,,,
57,0.7537942664418212,,,,
58,0.7715008431703204,,,,
59,0.7731871838111298,,,,
60,0.7790893760539629,,,,
61,0.7765598650927488,,,,
62,0.7630691399662732,,,,
63,0.7765598650927488,,,,
64,0.7681281618887015,,,,
65,0.781618887015177,,,,
66,0.7942664418212478,,,,
67,0.7951096121416527,,,,
68,0.7959527824620574,,,,
69,0.7967959527824621,,,,
70,0.8010118043844857,,,,
71,0.7866779089376054,,,,
72,0.781618887015177,,,,
73,0.7706576728499157,,,,
74,0.7858347386172007,,,,
75,0.7774030354131535,,,,
76,0.8035413153456998,,,,
77,0.7731871838111298,,,,
78,0.7774030354131535,,,,
79,0.7681281618887015,,,,
80,0.7580101180438449,,,,
81,0.7622259696458684,,,,
82,0.7647554806070826,,,,
83,0.7588532883642496,,,,
84,0.7630691399662732,,,,
85,0.7664418212478921,,,,
86,0.760539629005059,,,,
87,0.7681281618887015,,,,
88,0.7731871838111298,,,,
89,0.7647554806070826,,,,
90,0.7740303541315345,,,,
91,0.7757166947723441,,,,
92,0.7824620573355818,,,,
93,0.7875210792580101,,,,
94,0.811973018549747,,,,
95,0.8094435075885329,,,,
96,0.811973018549747,,,,
97,0.8161888701517707,,,,
98,0.8178752107925801,,,,
99,0.8254637436762225,,,,
100,0.8052276559865092,,,,
101,0.8347386172006745,,,,
102,0.8355817875210793,,,,
103,0.8355817875210793,,,,
104,0.8305227655986509,,,,
105,0.842327150084317,,,,
106,0.8448566610455311,,,,
107,0.845699831365936,,,,
108,0.8431703204047217,,,,
109,0.842327150084317,,,,
110,0.8440134907251264,,,,
111,0.8406408094435076,,,,
112,0.8473861720067454,,,,
113,0.863406408094435,,,,
114,0.8566610455311973,,,,
115,0.8338954468802698,,,,
116,0.8414839797639123,,,,
117,0.8347386172006745,,,,
118,0.8431703204047217,,,,
119,0.8347386172006745,,,,
120,0.8440134907251264,,,,
121,0.836424957841484,,,,
122,0.8431703204047217,,,,
123,0.8313659359190556,,,,
124,0.8338954468802698,,,,
125,0.8355817875210793,,,,
126,0.8406408094435076,,,,
127,0.8600337268128162,,,,
128,0.863406408094435,,,,
129,0.8676222596964587,,,,
130,0.8684654300168634,,,,
131,0.8735244519392917,,,,
132,0.842327150084317,,,,
133,0.7731871838111298,,,,
134,0.8204047217537943,,,,
135,0.8347386172006745,,,,
136,0.8355817875210793,,,,
137,0.8406408094435076,,,,
138,0.8372681281618887,,,,
139,0.8617200674536256,,,,
140,0.8642495784148398,,,,
141,0.8650927487352446,,,,
142,0.8693086003372681,,,,
143,0.8625632377740303,,,,
144,0.8642495784148398,,,,
145,0.8684654300168634,,,,
146,0.8701517706576728,,,,
147,0.7993254637436762,,,,
148,0.8583473861720068,,,,
149,0.8490725126475548,,,,
150,0.8271500843170321,,,,
151,0.8094435075885329,,,,
152,0.8145025295109612,,,,
153,0.8355817875210793,,,,
154,0.8338954468802698,,,,
155,0.8372681281618887,,,,
156,0.8414839797639123,,,,
157,0.8288364249578415,,,,
158,0.8414839797639123,,,,
159,0.8448566610455311,,,,
160,0.8532883642495784,,,,
161,0.8583473861720068,,,,
162,0.8642495784148398,,,,
163,0.8507588532883642,,,,
164,0.8709949409780776,,,,
165,0.8617200674536256,,,,
166,0.8718381112984823,,,,
167,0.8549747048903878,,,,
168,0.8752107925801011,,,,
169,0.8752107925801011,,,,
170,0.8052276559865092,,,,
171,0.8861720067453626,,,,
172,0.8650927487352446,,,,
173,0.8617200674536256,,,,
174,0.8794266441821248,,,,
175,0.851602023608769,,,,
176,0.8305227655986509,,,,
177,0.872681281618887,,,,
178,0.8381112984822934,,,,
179,0.8532883642495784,,,,
180,0.8642495784148398,,,,
181,0.8676222596964587,,,,
182,0.8693086003372681,,,,
183,0.863406408094435,,,,
184,0.8347386172006745,,,,
185,0.8768971332209107,,,,
186,0.863406408094435,,,,
187,0.8608768971332209,,,,
188,0.8608768971332209,,,,
189,0.8743676222596964,,,,
190,0.8760539629005059,,,,
191,0.8827993254637436,,,,
192,0.8887015177065767,,,,
193,0.8777403035413154,,,,
194,0.8870151770657673,,,,
195,0.8819561551433389,,,,
196,0.8827993254637436,,,,
197,0.8887015177065767,,,,
198,0.8920741989881956,,,,
199,0.9005059021922428,,,,
200,0.8844856661045531,,,,
201,0.8996627318718381,,,,
202,0.8912310286677909,,,,
203,0.8895446880269815,,,,
204,0.8979763912310287,,,,
205,0.897133220910624,,,,
206,0.8979763912310287,,,,
207,0.9005059021922428,,,,
208,0.8819561551433389,,,,
209,0.903035413153457,,,,
210,0.8887015177065767,,,,
211,0.8929173693086003,,,,
212,0.9005059021922428,,,,
213,0.887858347386172,,,,
214,0.893760539629005,,,,
215,0.8785834738617201,,,,
216,0.8912310286677909,,,,
217,0.8777403035413154,,,,
218,0.8853288364249579,,,,
219,0.8946037099494097,,,,
220,0.9038785834738616,,,,
221,0.8777403035413154,,,,
222,0.903035413153457,,,,
223,0.8591905564924115,,,,
224,0.8785834738617201,,,,
225,0.8929173693086003,,,,
226,0.897133220910624,,,,
227,0.8853288364249579,,,,
