,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.837,0.8362,0.84,0.8502,0.8432,0.8472,0.8392,0.8342,0.8372,0.843,0.83,0.8418,0.8316,0.8392,0.8412
