,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.833103448275862,0.48,0.48,0.48,0.52,0.48,0.8459770114942529,0.52,0.52,0.48,0.8271264367816092,0.84,0.8206896551724138,0.48,0.52
