,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.6297142857142857,0.6194285714285714,0.6155714285714285,0.614,0.6105714285714285,0.6147142857142858,0.6191428571428571,0.6131428571428571,0.6122857142857143,0.6095714285714285,0.6174285714285714,0.6248571428571429,0.6164285714285714,0.6215714285714286,0.6088571428571429
