,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.8648,0.8658,0.8686,0.864,0.8678,0.8682,0.8654,0.8702,0.8676,0.8646,0.865,0.8618,0.8708,0.8654,0.864
