,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,1.2151641845703125,1.102832913398743,1.1902670860290527,1.2784154415130615,1.161798357963562,1.1182823181152344,1.1962085962295532,1.168347954750061,1.389953374862671,1.067771553993225,1.119630217552185,1.107537031173706,1.176750898361206,1.1190820932388306,1.1215498447418213,1.0785881280899048,1.138895034790039,1.2800657749176023,1.2505125999450684,1.154218316078186,1.2997260093688965,1.09027099609375,1.139262080192566,1.1004390716552734,1.1008524894714355,1.1870720386505127,1.155970573425293,1.088431715965271,1.1429191827774048,1.132177472114563,1.305331110954285,1.044920563697815,1.0754483938217163,1.2589012384414673,1.164099097251892,1.1444220542907717,1.158719539642334,1.3327579498291016,1.0844053030014038,1.1148107051849363,1.1391253471374512,1.1648640632629397,1.1898397207260132
1,1.535947561264038,1.133770227432251,0.9617649912834167,1.5278555154800415,0.9693854451179504,0.9242458939552308,1.270561933517456,1.2755097150802612,1.3792874813079834,0.9895707368850708,1.0117385387420654,1.224676251411438,1.422527551651001,1.1353131532669067,1.063344955444336,1.0406566858291626,1.9369016885757449,1.3738305568695068,1.474887132644653,1.222736358642578,1.1497180461883545,1.0733979940414429,1.2471014261245728,1.256043791770935,1.077719807624817,1.0960023403167725,1.3152730464935305,1.2416934967041016,1.308623194694519,1.1322438716888428,1.411272406578064,1.8888072967529297,1.3485976457595823,1.3510671854019165,1.2060760259628296,1.2678483724594116,1.2328884601593018,1.3736464977264404,1.1007380485534668,1.1738191843032837,1.0822488069534302,1.2148747444152832,1.3443154096603394
2,1.9406238794326784,2.768383264541626,1.233351469039917,1.2279740571975708,1.3671640157699585,0.9116737842559814,1.1249583959579468,1.5895395278930664,2.232900381088257,1.494019865989685,1.4903990030288696,1.661481857299805,1.7837986946105957,1.053227424621582,1.2077245712280271,1.363370418548584,2.543379068374634,1.7340643405914309,1.791415095329285,1.2408784627914429,1.697381854057312,1.091630458831787,1.5194746255874634,1.465412735939026,1.2689690589904783,1.711846947669983,2.3885257244110107,1.239504337310791,1.8657845258712769,1.122711420059204,1.5854054689407349,1.762090802192688,3.449756383895874,1.4487464427947998,1.2307889461517334,2.7473223209381104,1.796717882156372,1.3306149244308472,1.0782897472381592,2.7598204612731934,1.1464289426803589,1.6398210525512695,1.7197661399841309
3,2.114410400390625,1.4310823678970337,1.7625725269317627,1.2981075048446655,1.525231957435608,0.88477623462677,1.398115158081055,1.8618900775909424,1.9424006938934328,2.3399288654327397,2.4581336975097656,1.8008791208267212,2.609605550765991,1.1048043966293335,1.1901603937149048,2.6008667945861816,1.1295148134231567,2.119613647460937,1.79779052734375,1.099432110786438,2.2275631427764893,1.621563196182251,1.8229146003723145,1.7247389554977417,1.8149490356445312,2.932743787765503,3.584606409072876,1.6174863576889038,1.6854780912399292,1.1594579219818115,1.9049835205078125,1.2887790203094482,2.381052732467652,1.6989688873291016,1.5921728610992432,2.4338862895965576,3.946086406707764,2.87589693069458,1.6451566219329834,3.7110133171081534,1.456627368927002,2.2968292236328125,2.625925064086914
4,1.730933666229248,1.610229253768921,1.845394730567932,1.840969204902649,2.112642288208008,1.5967456102371216,1.873687982559204,1.5427517890930176,2.3600878715515137,2.225778818130493,1.72160804271698,1.437429904937744,3.6388866901397705,1.2797011137008667,1.2811567783355713,3.0412943363189697,1.4783668518066406,1.455134034156799,2.4671196937561035,1.3280586004257202,2.460568428039551,2.339028596878052,1.6754306554794312,1.9091860055923464,3.010855197906494,1.9365602731704712,2.081220865249634,2.025634765625,1.7160446643829346,1.202609658241272,2.119647264480591,1.980500340461731,2.477505683898926,2.5913727283477783,2.301176071166992,3.05251407623291,3.2899978160858154,1.6363672018051147,3.075446844100952,2.466205358505249,1.8694010972976685,2.235312223434448,1.449000120162964
5,2.4525790214538574,2.113480567932129,1.9167388677597048,2.09169340133667,2.799300193786621,2.5036661624908447,1.9218281507492063,1.6713873147964478,3.9395382404327393,1.851293683052063,1.5766587257385254,2.1302003860473637,3.131824254989624,2.092998743057251,2.657789945602417,2.7607581615448,1.6675713062286377,1.590739130973816,3.1108944416046143,1.4786052703857422,3.034442663192749,2.6804776191711426,1.6100552082061768,2.169073820114136,3.582726001739502,2.417809247970581,2.594557762145996,3.3714687824249268,1.7778089046478271,1.5209535360336304,2.1237306594848637,2.425881862640381,2.677032947540283,3.3221564292907715,3.137400388717652,5.114849090576172,4.102229595184326,1.7200106382369995,2.240401029586792,1.4260966777801514,3.099627733230591,2.202219247817993,1.8213073015213013
6,2.129149436950684,2.063971996307373,2.1060807704925537,2.1944262981414795,2.4130289554595947,1.1213700771331787,2.012474775314331,1.7468092441558838,5.444284439086914,1.659613013267517,1.890563488006592,3.4599146842956543,3.1844820976257324,4.0759453773498535,4.82630729675293,3.1650402545928955,1.6208655834197998,3.550354242324829,2.457692146301269,1.4069987535476685,3.317885637283325,3.04203462600708,1.7637702226638794,2.523883104324341,3.876888275146485,2.533156394958496,3.5887081623077397,2.058729887008667,1.7250590324401855,1.9481425285339355,2.153301239013672,1.406169295310974,2.887302160263061,4.085061550140381,3.40278434753418,2.940678119659424,4.665556907653809,1.692318320274353,3.812617301940918,1.5533312559127808,4.835246562957764,1.8030647039413448,1.574166774749756
7,1.962558031082153,1.604645848274231,3.1740801334381104,2.7121922969818115,2.40312933921814,2.145402193069458,2.122736930847168,1.8399174213409424,3.123483896255493,1.8422801494598389,2.58524227142334,4.099570274353027,3.2732512950897217,2.7889082431793213,5.318218231201172,2.897055625915528,1.1382503509521484,5.977820873260498,2.519500732421875,1.546864628791809,2.260408878326416,4.88369083404541,3.008973360061645,2.113730192184448,2.7204349040985107,1.710179090499878,3.0301177501678467,2.9574971199035645,2.990194082260132,2.532758474349976,2.545273780822754,1.359135985374451,3.01731014251709,5.118454456329346,3.827305316925049,3.765879631042481,3.7619028091430655,1.6487091779708862,2.9471185207366943,1.5603634119033811,2.7350387573242188,2.264793634414673,2.1172356605529785
8,2.434366226196289,1.6395294666290283,3.830610036849976,3.475155830383301,2.3811817169189453,4.523139953613281,2.178465843200684,1.1924277544021606,3.183114767074585,1.8562068939208984,2.972829818725586,4.271122932434082,3.360607147216797,3.658560276031494,3.594738006591797,2.795153856277466,1.1691982746124268,6.973091125488281,3.330785036087036,1.9696818590164185,2.5014894008636475,3.1243109703063965,1.8674490451812744,2.5363380908966064,2.192431688308716,1.884872913360596,3.119407415390014,1.6300486326217651,4.220474243164063,3.3612871170043945,1.2001445293426514,1.458731770515442,1.8747859001159668,,4.244504451751709,4.996036529541016,3.942104578018189,2.2326197624206543,3.50915002822876,1.472835659980774,2.784578800201416,2.3845455646514893,2.881183385848999
9,2.715346097946167,1.842385411262512,2.107216119766236,2.2118258476257324,2.631810426712036,5.260527610778809,2.225594043731689,1.3114861249923706,3.1930453777313232,2.59585189819336,3.06634259223938,5.351639747619629,3.6445717811584473,3.4974489212036133,4.231425285339356,3.089559316635132,1.2962367534637451,1.8752731084823608,5.100842952728272,2.938678741455078,2.6297566890716557,3.17617130279541,2.179826021194458,3.198606252670288,2.5807600021362305,2.383629560470581,3.2261760234832764,1.6588257551193235,4.596868991851807,3.77185320854187,1.3829878568649292,1.6217780113220217,2.004394292831421,,4.78740119934082,5.089766025543213,4.154593467712402,2.2138631343841557,2.9019603729248047,1.6236788034439087,3.393125295639038,2.721719741821289,4.047548770904541
10,2.2364771366119385,1.9913330078125,2.170132875442505,2.5046393871307373,2.9890177249908447,2.339531898498535,2.2415544986724854,1.4277750253677368,2.708901882171631,1.868735790252685,1.8913826942443848,5.102030754089356,1.8290261030197144,3.315637826919556,4.923367023468018,4.26838493347168,1.371270775794983,2.326763153076172,4.298577785491943,2.9552698135375977,1.5709753036499023,2.6402511596679688,2.6330528259277344,3.384171485900879,2.1484897136688232,2.9486780166625977,3.3479368686676025,1.8652080297470093,1.3068289756774902,3.776104211807251,1.299038052558899,1.7281458377838137,2.2134621143341064,,4.92272424697876,2.472853899002075,1.560036301612854,1.668928861618042,2.0796220302581787,1.6423512697219849,4.451520919799805,2.9677908420562744,3.255534410476685
