,0,1,2,3,4
0,8.808922052383423,8.995611667633057,8.862837791442871,9.32272243499756,9.272637128829956
1,8.888878107070923,,,,
2,9.021990537643433,,,,
3,8.820528030395508,,,,
4,8.843438863754272,,,,
5,9.040823459625244,,,,
6,9.014745712280272,,,,
7,9.0744526386261,,,,
8,9.315256118774414,,,,
9,9.435108661651611,,,,
10,9.436802625656128,,,,
11,9.474170684814451,,,,
12,9.277838230133057,,,,
13,9.246054649353027,,,,
14,9.266707181930542,,,,
15,9.291338920593262,,,,
16,9.3141188621521,,,,
17,9.343724489212036,,,,
18,9.34989881515503,,,,
