,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.8352,0.8384,0.8362,0.836,0.8352,0.8354,0.837,0.8374,0.8394,0.8362,0.8368,0.8368,0.838,0.8336,0.8358
