,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.8064367816091954,0.8602298850574712,0.887816091954023,0.8220689655172414,0.8147126436781609,0.8685057471264368,0.8326436781609196,0.8119540229885057,0.8841379310344828,0.8827586206896552,0.886896551724138,0.8933333333333333,0.8896551724137931,0.8859770114942529,0.6809195402298851
