,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.5928571428571429,0.3941428571428571,0.4222857142857142,0.3962857142857143,0.2952857142857142,0.4498571428571428,0.2737142857142857,0.3767142857142857,0.294,0.5658571428571428,0.4551428571428571,0.4064285714285714,0.3202857142857143,0.53,0.2892857142857143,0.4521428571428571,0.4537142857142857,0.349,0.573,0.4491428571428571,0.5824285714285714,0.2224285714285714,0.172,0.4588571428571428,0.3702857142857143,0.3011428571428571,0.3904285714285714,0.4722857142857143,0.3632857142857142,0.4491428571428571,0.3438571428571428,0.4355714285714285,0.2092857142857143,0.3337142857142857,0.5351428571428571,0.3697142857142857,0.5715714285714286,0.3768571428571428,0.2475714285714285,0.3522857142857143,0.6077142857142858,0.3794285714285714,0.2844285714285714,0.5764285714285714,0.2958571428571429,0.3814285714285714,0.4731428571428571,0.5908571428571429,0.5705714285714286,0.5571428571428572
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.6798571428571428,0.6782857142857143,0.5911428571428572,0.6332857142857143,0.668,0.5291428571428571,0.5312857142857143,0.7002857142857143,0.6234285714285714,0.7404285714285714,0.7018571428571428,0.5875714285714285,0.3682857142857142,0.7138571428571429,0.6195714285714286,0.7037142857142857,0.6347142857142857,0.6455714285714286,0.6911428571428572,0.2638571428571428,0.6921428571428572,0.6621428571428571,0.633,0.4868571428571429,0.6298571428571429,0.6044285714285714,0.651,0.5981428571428572,0.6707142857142857,0.671,0.5824285714285714,0.6944285714285714,0.6872857142857143,0.549,0.6977142857142857,0.6232857142857143,0.6344285714285715,0.694,0.7492857142857143,0.7662857142857142,0.6922857142857143,0.61,0.4648571428571428,0.7184285714285714,0.711,0.765,0.6311428571428571,0.7255714285714285,0.5591428571428572,0.6392857142857142
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
