,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.9946,0.9944,0.9942,0.996,0.9942,0.9946,0.9952,0.994,0.995,0.9932,0.9936,0.995,0.9954,0.9928,0.9944
