,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.8196312904833084,0.8201295465869457,0.820627802690583,0.7917289486796213,0.8325859491778774,0.8241155954160438,0.8495266567015446,0.8011958146487295,0.8400597907324364,0.8116591928251121,0.8305929247633284,0.8380667663178873,0.8694569008470354,0.7792725460886896,0.8345789735924265
