,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,8.808921813964844,9.559744119644163,8.399105310440063,8.984448909759521,8.959964036941528,8.960239887237549,9.1583833694458,9.181294202804564,8.995611667633057,8.957769870758057,9.054758548736572,9.02872896194458,9.261023998260498,8.883080005645752,9.156452894210815,8.60483455657959,9.527344226837158,8.862837791442871,9.031474828720093,8.686604261398315,9.166768789291382,9.368624925613403,8.946265697479248,9.538831233978271,8.415848731994629,9.04765558242798,8.588388204574585,9.3227219581604,9.316752433776855,9.351305484771729,9.46242380142212,8.37434458732605,8.910669565200806,9.38864278793335,9.34879469871521,9.150356769561768,8.681113481521606,9.272636890411375,8.760072231292725,9.07513165473938,8.699325323104858,8.980081558227539,9.64044737815857,9.100760221481323,9.132413148880005,8.882177352905273
1,8.994128942489624,9.71596884727478,8.368493556976318,8.908660650253296,9.167091131210327,9.110920429229736,9.393201112747192,9.297954797744753,9.121220588684082,8.903233051300049,9.04319977760315,9.223683834075928,9.265308380126951,8.844205856323242,9.045518398284912,8.687561988830566,9.571732521057127,9.052037477493286,9.167949914932253,8.833645820617676,9.193539142608644,9.580224990844728,9.044820070266724,9.630684852600098,8.443245887756348,9.278387784957886,8.63636827468872,9.494961738586426,9.552544832229614,9.40002465248108,9.653186798095703,8.495763778686523,9.008588314056396,9.49008846282959,9.544692754745483,9.204167366027832,8.895036220550537,9.337171792984009,9.005260467529297,9.272188425064089,8.688940286636353,9.056335687637327,9.786916971206663,9.150208234786987,8.917176961898804,8.870565176010132
2,9.187247514724731,9.911184549331663,8.468820571899414,8.831183910369873,9.355514764785768,9.246542692184448,9.586005210876465,9.28633451461792,9.225184202194214,8.975038766860962,9.115856647491457,9.367942094802856,9.357601881027222,9.035672426223757,9.197550773620604,8.72478437423706,9.657674789428713,9.023322343826294,9.199421882629396,8.7687828540802,9.314242839813232,9.5652973651886,8.975390911102295,9.79787540435791,8.690111875534058,9.428381443023682,8.64542818069458,9.77080774307251,9.52199935913086,9.53913640975952,9.85126519203186,8.32532250881195,9.012658834457396,9.745264530181885,9.619292259216309,9.17939043045044,8.918602228164673,9.490516424179075,9.230082511901855,9.274537801742554,8.591862916946411,9.108500480651855,9.95292067527771,9.07502555847168,9.100181818008425,9.00823140144348
3,9.316278219223022,9.867347240447998,8.582357168197632,9.018392562866213,9.5064959526062,9.411946058273315,9.731228828430176,9.356482028961182,9.146920919418337,9.04948592185974,9.228333473205566,9.45202898979187,9.40451431274414,9.088419675827026,9.108522176742554,8.794955730438232,9.797054290771484,9.030453443527222,9.169883251190186,8.764678955078125,9.321742534637451,9.608169555664062,8.994316339492798,9.84040594100952,8.78548002243042,9.390615463256836,8.669553756713867,9.781980752944946,9.653396844863892,9.624349594116213,10.02474308013916,8.210254311561584,9.108400821685793,9.837926387786863,9.752060413360596,9.14564085006714,9.197885274887083,9.577595949172974,9.329670429229736,9.36179518699646,8.614834785461426,9.194498062133787,9.826689720153809,9.13417935371399,9.179041624069214,9.119854927062988
4,9.53171181678772,9.916661977767944,8.536557912826538,9.064624547958374,9.563112497329712,9.529154777526855,9.750816106796265,9.41181755065918,8.932920694351196,9.03316593170166,9.322942018508911,9.607320547103882,9.330878734588625,9.084715366363524,8.874518871307373,8.875815868377686,9.787087440490724,9.194022178649902,9.137681722640991,9.18318772315979,9.536900520324709,9.601085424423218,9.07587480545044,9.7221999168396,8.786635398864746,9.502726078033447,8.660480260848999,9.770482301712036,9.731146335601808,9.58546018600464,10.200968027114868,8.130369782447815,9.219815731048584,10.152249336242676,9.901371717453005,9.01146125793457,9.169742584228516,9.634243965148926,9.606669187545776,9.322824954986572,8.723414182662964,9.107276916503906,10.063018560409546,9.30479335784912,9.336633443832396,9.22297716140747
5,9.752304077148438,9.83530616760254,8.435215473175049,9.104403018951416,9.708611011505129,9.613370180130005,9.972023010253906,9.3479642868042,8.997675657272339,9.01706576347351,9.44051957130432,9.852581024169922,9.338499307632446,9.18433403968811,8.84934687614441,9.043487071990969,9.7450909614563,9.338226318359377,9.439555883407593,9.291723012924194,9.579617738723757,9.456737518310549,9.109430313110352,9.84036946296692,8.88246750831604,9.707978010177612,8.772999048233032,9.641730070114136,9.843550443649292,9.521182775497437,10.374393224716188,8.01465904712677,9.2767653465271,10.300898551940918,9.894373655319214,8.98995327949524,9.26941418647766,9.778566837310793,9.725310802459717,9.374428749084473,8.795909404754639,9.051008224487305,10.411935567855837,9.445985794067385,9.473024606704712,9.24744725227356
6,9.820173025131226,9.941282033920288,8.339533805847168,9.282862424850464,9.60367488861084,9.619368076324465,10.270791292190552,9.365417003631592,8.980217933654785,8.989629030227661,9.558293104171751,9.905847072601318,9.573570251464844,9.361573696136476,8.807740688323975,9.154521465301514,9.796487092971802,9.474367380142212,9.439196348190308,9.180627584457396,9.550931215286257,9.501479387283323,9.209441423416138,9.73375678062439,8.920967102050781,9.753217458724976,8.802844285964966,9.624655723571776,9.812601804733276,9.620532274246216,10.52674674987793,8.038561820983887,9.321192741394045,10.370049953460692,10.196126461029053,8.870166540145874,9.507286310195925,9.806005239486694,9.542470693588257,9.565402746200562,8.967896699905396,8.971983909606934,10.623355627059937,9.549051523208618,9.633012533187866,9.264118671417236
7,9.89267873764038,9.894469499588013,8.09655475616455,9.263324975967407,9.552003622055054,9.519941568374634,10.261860847473145,9.30428957939148,9.021746635437012,8.987446069717407,9.452609300613403,10.089175701141356,9.637872219085692,9.279258728027344,8.818811893463135,9.334073305130005,9.80066728591919,9.594059228897097,9.908138990402222,8.993619441986084,9.647467374801636,9.678897142410278,9.440954208374023,9.541133642196655,9.010245084762571,9.738189935684204,8.693648338317871,9.728841304779053,9.714131832122805,9.595912218093872,10.58300757408142,8.031344652175903,9.322108268737791,10.399458169937134,10.24797224998474,8.779442548751831,9.409444332122805,9.821772575378418,9.443500518798828,9.743112325668337,8.983582735061646,8.827788352966309,10.731934547424316,9.567877531051636,9.773972988128662,9.292721033096312
8,9.931066036224363,9.989434242248535,8.348740339279175,9.390454530715942,9.467983961105348,9.555989027023315,10.31919288635254,9.30315399169922,8.977235555648804,9.197962760925291,9.573007106781006,10.162637948989868,9.5794939994812,9.164307355880736,8.703121900558472,9.188997507095335,9.970357179641724,9.72328519821167,9.873824834823608,8.934467792510986,9.77836561203003,9.788700819015505,9.463337898254396,9.548742294311523,9.066268682479858,9.823563814163208,8.632322788238525,9.665777206420898,9.873714923858644,9.373884439468384,10.557501792907717,7.975287318229675,9.447305679321287,10.509547233581545,10.446546077728271,8.675885438919067,9.407278060913086,9.851709127426147,9.466641426086426,9.72677516937256,9.019125699996948,8.705993413925171,10.86843752861023,9.604695558547974,9.752285957336426,9.27298617362976
9,9.994864702224731,9.89972734451294,8.252351999282837,9.35792851448059,9.545433282852173,9.503682851791382,10.365541219711304,9.272478103637695,8.948378562927246,9.136036157608032,9.733195543289185,10.18759560585022,9.750511169433594,9.096795082092283,8.647642135620117,9.205883741378784,9.95342183113098,9.73941683769226,9.974205255508425,8.972041368484497,9.558562517166138,9.854602813720703,9.380218744277954,9.609161138534546,8.980571269989014,9.9267258644104,8.592193603515625,9.59738063812256,9.783121109008787,9.415246725082396,10.66723895072937,7.945412874221802,9.747980117797852,10.395598649978638,10.491013765335085,8.958896160125732,9.425976514816284,10.070614337921144,9.448413610458374,9.616452932357788,9.019288778305054,8.650432825088501,10.921041011810305,9.633340120315552,9.70974612236023,9.19959020614624
