,loss,accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,config/h1,config/h2,config/h3,config/lr,config/weight_decay,logdir
0,0.0009221276786636,0.8650927487352446,1.1621358394622805,False,,,50,8cb60_00000,8379db91e6e94d9e81fab33b3e595120,2023-03-01_10-02-11,1677661331,83.37985467910767,2726525,gpu-011,10.1.1.7,83.37985467910767,0,50,0.0032277107238769,12,32,32,0.07375813527207797,9.187503821777306e-05,"/home/werner/al-benchmark/runs/DNA/evaluate_config_2023-03-01_10-00-44/evaluate_config_8cb60_00000_0_h1=12,h2=32,h3=32,lr=0.0738,weight_decay=0.0001_2023-03-01_10-00-44"
1,0.0005112952014045,0.9342327150084316,1.7070822715759275,False,,,50,8cb60_00001,c2482ab4a7af4a8eb4000d0f731c28a6,2023-03-01_10-02-20,1677661340,80.42355346679688,2726594,gpu-011,10.1.1.7,80.42355346679688,0,50,0.0113015174865722,64,64,128,0.0017311979427534006,0.000182627767860578,"/home/werner/al-benchmark/runs/DNA/evaluate_config_2023-03-01_10-00-44/evaluate_config_8cb60_00001_1_h1=64,h2=64,h3=128,lr=0.0017,weight_decay=0.0002_2023-03-01_10-00-48"
2,0.0006182595308474,0.9249578414839796,1.174475908279419,False,,,50,8cb60_00002,3e9d3aee35244ee7b989ef0b9ec34725,2023-03-01_10-02-13,1677661333,74.06142044067383,2726596,gpu-011,10.1.1.7,74.06142044067383,0,50,0.0046954154968261,16,64,0,0.0018266516678318843,2.248625056544356e-05,"/home/werner/al-benchmark/runs/DNA/evaluate_config_2023-03-01_10-00-44/evaluate_config_8cb60_00002_2_h1=16,h2=64,h3=0,lr=0.0018,weight_decay=0.0000_2023-03-01_10-00-48"
3,0.0024800014134,0.5084317032040472,1.4669833183288574,False,,,50,8cb60_00003,37adc699c3e745929bc1dcee43cc0bbb,2023-03-01_10-02-14,1677661334,74.68624758720398,2726615,gpu-011,10.1.1.7,74.68624758720398,0,50,0.0063130855560302,64,12,16,4.565279239036117e-05,4.4907496856964513e-08,"/home/werner/al-benchmark/runs/DNA/evaluate_config_2023-03-01_10-00-44/evaluate_config_8cb60_00003_3_h1=64,h2=12,h3=16,lr=0.0000,weight_decay=0.0000_2023-03-01_10-00-48"
4,0.0006983293374312,0.927487352445194,1.7044544219970703,False,,,50,8cb60_00004,c7ab16edf8544f11bdbb3a7fbc0a0b0a,2023-03-01_10-02-15,1677661335,75.5313708782196,2726633,gpu-011,10.1.1.7,75.5313708782196,0,50,0.0110771656036376,64,12,0,0.007084840000741591,4.891466134264773e-07,"/home/werner/al-benchmark/runs/DNA/evaluate_config_2023-03-01_10-00-44/evaluate_config_8cb60_00004_4_h1=64,h2=12,h3=0,lr=0.0071,weight_decay=0.0000_2023-03-01_10-00-48"
5,0.0026107104793567,0.5286677908937606,1.3271760940551758,False,,,50,8cb60_00005,6b6fbd5e75dd4779b7ba8abd0be5fd0b,2023-03-01_10-02-14,1677661334,74.4059669971466,2726642,gpu-011,10.1.1.7,74.4059669971466,0,50,0.0047249794006347,12,64,16,4.5307054516159204e-05,1.7113668880860932e-07,"/home/werner/al-benchmark/runs/DNA/evaluate_config_2023-03-01_10-00-44/evaluate_config_8cb60_00005_5_h1=12,h2=64,h3=16,lr=0.0000,weight_decay=0.0000_2023-03-01_10-00-48"
6,0.0027931336608745,0.2622259696458685,1.484339714050293,False,,,50,8cb60_00006,3dbd461fd50d47bebb8f969c10bd6d6f,2023-03-01_10-02-17,1677661337,78.09485936164856,2726647,gpu-011,10.1.1.7,78.09485936164856,0,50,0.0079271793365478,32,0,64,3.0349566161921227e-06,7.013678260230847e-06,"/home/werner/al-benchmark/runs/DNA/evaluate_config_2023-03-01_10-00-44/evaluate_config_8cb60_00006_6_h1=32,h2=0,h3=64,lr=0.0000,weight_decay=0.0000_2023-03-01_10-00-48"
7,0.0006126376468857,0.920741989881956,1.1959550380706787,False,,,50,8cb60_00007,ffc2bee7b29c41e2986d9851a3d2e953,2023-03-01_10-02-15,1677661335,74.52318167686462,2726648,gpu-011,10.1.1.7,74.52318167686462,0,50,0.0039021968841552,8,12,64,0.004250192325744989,0.00012956497992774939,"/home/werner/al-benchmark/runs/DNA/evaluate_config_2023-03-01_10-00-44/evaluate_config_8cb60_00007_7_h1=8,h2=12,h3=64,lr=0.0043,weight_decay=0.0001_2023-03-01_10-00-48"
8,0.000790020240499,0.9114671163575042,1.3365201950073242,False,,,50,8cb60_00008,722316ec3c114bcbb330031001445b77,2023-03-01_10-02-15,1677661335,75.78715538978577,2726649,gpu-011,10.1.1.7,75.78715538978577,0,50,0.0055062770843505,8,32,16,0.04670999936848254,3.789477532020959e-05,"/home/werner/al-benchmark/runs/DNA/evaluate_config_2023-03-01_10-00-44/evaluate_config_8cb60_00008_8_h1=8,h2=32,h3=16,lr=0.0467,weight_decay=0.0000_2023-03-01_10-00-48"
9,0.0018661644366298,0.7141652613827993,1.3052833080291748,False,,,50,8cb60_00009,8a5e0a2da7d54d3b8078b1a5e108a3c0,2023-03-01_10-02-18,1677661338,78.84799098968506,2726650,gpu-011,10.1.1.7,78.84799098968506,0,50,0.0042462348937988,64,16,64,8.89221401369498e-05,1.0400086191998865e-07,"/home/werner/al-benchmark/runs/DNA/evaluate_config_2023-03-01_10-00-44/evaluate_config_8cb60_00009_9_h1=64,h2=16,h3=64,lr=0.0001,weight_decay=0.0000_2023-03-01_10-00-48"
