,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,3.37596195936203,3.992709994316101,3.632802903652191,3.6163971424102783,3.0537678599357605,3.77077054977417,4.113184213638306,4.0150346159935,4.224668562412262,4.786449432373047,4.2347452044487,4.079287648200989,4.065113365650177,4.268059849739075,4.294000267982483,4.741394460201263,4.045986890792847,4.268583178520203,3.9247676134109497,3.921523690223694,4.218945622444153,3.967641115188599,4.419033646583557,4.768844127655029,4.607982099056244,4.222701907157898,3.831096112728119,4.62658679485321,3.82699978351593,4.921758532524109,3.939184606075287
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3.661173701286316,4.061479568481445,4.911991596221924,3.238661050796509,3.081868529319763,3.791860282421112,3.309455394744873,4.026195645332336,4.276183009147644,4.81644868850708,4.32699579000473,6.562273383140564,4.097281396389008,4.321335852146149,4.316126763820648,4.79503720998764,4.060411214828491,6.022010445594788,4.256633698940277,3.943852543830872,4.222697079181671,4.188902199268341,4.181348204612732,3.226159393787384,4.661066949367523,4.2899094223976135,638.6538238525391,10.559812068939207,3.8337405920028687,3.536062002182007,23.55752468109131
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3.822990953922272,4.325631380081177,3.6927356719970703,3.540322005748749,3.2934630513191223,3.7948503494262695,3.959410846233368,4.020131230354309,3.006402790546417,3.9529061913490295,4.3132306933403015,3.777598023414612,129.4537181854248,4.38478434085846,4.354743480682373,12384.88720703125,4.112476646900177,3.3545696139335632,2.891077697277069,3.4922013878822327,3.0807172060012817,3.481376528739929,4.201808929443359,4.387917697429657,3.6310023069381714,4.266075849533081,3.236854374408722,3.2645784616470337,3.879631519317627,4.211762547492981,3.1595045924186707
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3.4215680956840515,4.6337056159973145,3.793482482433319,4.331286609172821,3.2523674368858337,3.819265723228455,4.415774703025818,4.047976493835449,4.400123715400696,4.176178991794586,3.419876039028168,3.79943311214447,3.2450963854789734,4.402366459369659,4.362595975399017,5.038761556148529,7.200414776802063,6.952170372009277,4.0186967849731445,3.164205491542816,5.715376257896423,3.493193387985229,4.274469077587128,3.9587190747261047,5.2713335156440735,4.271325767040253,3.468049108982086,4.137063026428223,3.886004328727722,4.477214097976685,3.51127827167511
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4.302829325199127,4.323425590991974,3.836072266101837,3.7351948022842407,3.2397873997688293,3.846175312995911,4.498641729354858,3.573152661323548,3.481647729873657,3.8206379413604736,3.1378753781318665,3.79510498046875,3.7128326296806335,4.417033433914185,4.387098133563995,4.393822610378265,3.396095871925354,4.225668728351593,3.733008563518524,3.0700761675834656,3.8688533902168274,3.5072208642959595,4.609086811542511,4.092162072658539,4.150429904460907,4.329866468906403,3.3947322964668274,4.286975085735321,3.04908150434494,4.763716101646423,3.6113378405570975
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
