,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.7900505902192243,0.7799325463743676,0.7892074198988196,0.7841483979763912,0.7883642495784149,0.7883642495784149,0.7917369308600337,0.7782462057335582,0.7807757166947723,0.7841483979763912,0.7925801011804384,0.7934232715008431,0.7951096121416527,0.7866779089376054,0.7875210792580101
