,1
0,25.210089206695557
1,21.200119256973267
2,22.746222019195557
3,23.668485641479492
4,21.251489877700806
5,21.43552041053772
6,21.28767156600952
7,21.72990870475769
8,23.27128577232361
9,20.993070602416992
10,22.615557193756104
11,23.05326819419861
12,22.390885829925537
13,23.695369005203247
14,23.800557613372803
15,25.809131383895874
16,26.673712730407715
17,26.410619020462036
18,24.993396043777466
19,24.06032943725586
20,22.812023401260376
21,23.212096691131592
22,23.249433755874634
23,24.49496626853943
24,26.132567882537842
25,25.840932846069336
26,25.49471378326416
27,26.504009246826172
28,24.4510977268219
29,26.225508451461792
30,28.34762215614319
31,25.290828466415405
32,24.475507020950317
33,24.70923161506653
34,24.240512132644653
35,25.943406581878662
36,26.941656589508057
37,26.728580713272095
38,27.78369903564453
39,27.683950424194336
40,27.39878535270691
41,27.009694576263428
42,23.094589471817017
43,23.69891929626465
44,23.953086137771606
45,24.154993295669556
46,24.847474098205566
47,25.52754044532776
48,25.370449781417847
49,25.308130264282227
50,25.331533432006836
51,25.393756866455078
52,25.931715965270996
53,26.374114751815796
54,27.568042755126953
55,26.03583788871765
56,25.77219319343567
57,26.193249464035034
58,26.423027515411377
59,26.78776526451111
60,28.252663135528564
61,27.4050555229187
62,27.721781730651855
63,29.034537315368652
64,23.116639375686646
65,23.595109701156616
66,23.676913499832153
67,24.06925392150879
68,24.648181915283203
69,25.169694423675537
70,25.259495496749878
71,25.646641731262207
72,26.139151573181152
73,25.69263219833374
74,25.49583411216736
75,25.613218784332275
76,25.77664017677307
77,25.384881258010864
78,26.097434282302856
79,25.345799684524536
80,25.47714066505432
81,25.14686393737793
82,25.37853479385376
83,27.346271991729736
84,25.329585552215576
85,23.9733989238739
86,24.126972198486328
87,27.94016981124878
88,24.689171075820923
89,24.785382509231567
90,24.894139051437378
91,26.745408058166504
92,25.132052421569824
93,25.304721355438232
94,25.871391534805298
95,26.563708782196045
96,26.888087034225464
97,27.107701063156128
98,27.866225481033325
99,28.260948419570923
100,25.213007926940918
101,25.591463088989258
102,25.758241415023804
103,26.23384737968445
104,26.303250074386597
105,26.445552349090576
106,26.382438898086548
107,25.95335841178894
108,24.950905799865723
109,25.022361278533936
110,25.058838605880737
111,24.686267375946045
112,25.299463272094727
113,24.64744520187378
114,24.5311176776886
115,24.866680145263672
116,24.629385232925415
117,25.094162940979004
118,25.57931137084961
119,25.34479832649231
120,25.773922204971313
121,26.043119192123413
122,25.370187044143677
123,24.985196590423584
124,25.561973333358765
125,25.48451852798462
126,25.658387422561646
127,26.354784727096558
128,26.513667583465576
129,26.53240704536438
130,26.49059009552002
131,26.74370765686035
132,25.546755075454712
133,25.373740673065186
134,25.26325821876526
135,25.188809394836426
136,25.26738667488098
137,25.573116540908813
138,25.21084713935852
139,24.95283031463623
140,25.08720827102661
141,25.697827577590942
142,24.718879461288452
143,24.57014226913452
144,24.663605451583862
145,26.05959677696228
146,26.255053758621216
147,26.5152747631073
148,26.04908061027527
149,27.15005898475647
150,24.891310453414917
