,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,4.782886981964111,2.1331992149353027,5.830970764160156,9.80821704864502,8.187909126281738,4.071120738983154,2.746205568313598,3.2859489917755127,5.186386585235596,3.5691306591033936,4.185360908508301,2.4991259574890137,2.363149642944336,4.276479244232178,5.493455410003662,3.33411717414856,4.5224809646606445,6.406360149383545,2.7026960849761963,3.5698790550231934,3.2597496509552,4.859419822692871,3.291551351547241,2.685873985290528,1.8579899072647093,3.764906644821167,6.620354175567627,4.711865425109863,8.116447448730469,4.557496070861816,7.942001819610596,3.101431608200073,3.635931968688965,3.680532455444336,2.3573269844055176,2.7321879863739014,3.526306390762329,4.049540996551514,2.5468883514404297,2.3231325149536133,3.101412057876587,2.833500623703003,4.299527645111084,3.7560839653015137,6.886350154876709,5.421894550323486,3.3322629928588867,1.3978151082992554,2.2281007766723637,3.067685127258301
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2.85369086265564,1.4961589574813845,2.5501551628112797,2.2824277877807617,1.915992259979248,0.9694592952728271,2.1463823318481445,1.859221339225769,1.6324318647384644,2.1062915325164795,1.6124982833862305,1.3067137002944946,1.2482300996780396,2.777726411819458,3.897866725921631,1.267635464668274,2.357516288757324,2.208446979522705,1.956064224243164,2.7079784870147705,2.053573608398437,1.3847417831420898,1.914920687675476,1.6112996339797974,1.4635103940963743,2.3549537658691406,1.3430246114730835,1.9129786491394043,2.3339576721191406,1.4196412563323977,1.8266736268997192,2.5381805896759038,1.0158547163009644,1.7051557302474976,1.4385545253753662,3.8657593727111816,1.1375921964645386,1.8194401264190676,1.547989010810852,1.1385759115219116,1.3440874814987185,1.6042025089263916,1.5576051473617554,2.088427782058716,1.6705069541931152,2.1152544021606445,4.169756412506104,1.463453769683838,2.731027364730835,1.6138590574264526
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
