,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.8032183908045977,0.8059770114942528,0.8128735632183908,0.8009195402298851,0.7958620689655173,0.8041379310344827,0.807816091954023,0.8055172413793104,0.8050574712643678,0.8022988505747126,0.8045977011494253,0.7944827586206896,0.8050574712643678,0.8027586206896552,0.8087356321839081
