,1
0,0.5126475548060708
1,0.5784148397976391
2,0.5851602023608768
3,0.5902192242833052
4,0.5935919055649241
5,0.5910623946037099
6,0.5902192242833052
7,0.5876897133220911
8,0.5809443507588533
9,0.5792580101180439
10,0.5767284991568297
11,0.5767284991568297
12,0.5775716694772344
13,0.575885328836425
14,0.5750421585160203
15,0.5708263069139966
16,0.5784148397976391
17,0.5826306913996627
18,0.6357504215851602
19,0.6627318718381113
20,0.6720067453625632
21,0.6711635750421585
22,0.6745362563237775
23,0.6795952782462057
24,0.7133220910623946
25,0.7141652613827993
26,0.715008431703204
27,0.715008431703204
28,0.718381112984823
29,0.7166947723440135
30,0.7166947723440135
31,0.7209106239460371
32,0.7225969645868465
33,0.7234401349072512
34,0.7259696458684655
35,0.7276559865092749
36,0.7310286677908938
37,0.739460370994941
38,0.7352445193929174
39,0.7352445193929174
40,0.7377740303541316
41,0.7369308600337268
42,0.7369308600337268
43,0.7352445193929174
44,0.7251264755480608
45,0.7293423271500843
46,0.7284991568296796
47,0.7284991568296796
48,0.7234401349072512
49,0.7268128161888702
50,0.7251264755480608
51,0.7259696458684655
52,0.7251264755480608
53,0.7276559865092749
54,0.7284991568296796
55,0.7284991568296796
56,0.7251264755480608
57,0.7251264755480608
58,0.7209106239460371
59,0.7192242833052277
60,0.7116357504215851
61,0.7116357504215851
62,0.7099494097807757
63,0.7057335581787522
64,0.7006745362563238
65,0.6998313659359191
66,0.6973018549747049
67,0.6964586846543002
68,0.693929173693086
69,0.6998313659359191
70,0.7040472175379426
71,0.7082630691399663
72,0.7048903878583473
73,0.7006745362563238
74,0.6981450252951096
75,0.6989881956155143
76,0.7006745362563238
77,0.7015177065767285
78,0.7023608768971332
79,0.7048903878583473
80,0.7048903878583473
81,0.7082630691399663
82,0.7116357504215851
83,0.7099494097807757
84,0.7158516020236088
85,0.7133220910623946
86,0.7116357504215851
87,0.7107925801011804
88,0.709106239460371
89,0.715008431703204
90,0.7166947723440135
91,0.7116357504215851
92,0.715008431703204
93,0.7166947723440135
94,0.715008431703204
95,0.715008431703204
96,0.7141652613827993
97,0.7124789207419899
98,0.7065767284991569
99,0.7107925801011804
100,0.7166947723440135
101,0.7209106239460371
102,0.7141652613827993
103,0.7133220910623946
104,0.7133220910623946
105,0.7133220910623946
106,0.7124789207419899
107,0.7099494097807757
108,0.7065767284991569
109,0.709106239460371
110,0.7074198988195616
111,0.6989881956155143
112,0.6998313659359191
113,0.7006745362563238
114,0.6956155143338955
115,0.7023608768971332
116,0.7032040472175379
117,0.6973018549747049
118,0.7023608768971332
119,0.7158516020236088
120,0.7107925801011804
121,0.7107925801011804
122,0.715008431703204
123,0.7166947723440135
124,0.7175379426644182
125,0.7175379426644182
126,0.7141652613827993
127,0.7175379426644182
128,0.7141652613827993
129,0.715008431703204
130,0.7107925801011804
131,0.715008431703204
132,0.7141652613827993
133,0.7166947723440135
134,0.7116357504215851
135,0.7124789207419899
136,0.7082630691399663
137,0.7099494097807757
138,0.7200674536256324
139,0.718381112984823
140,0.7209106239460371
141,0.7225969645868465
142,0.7234401349072512
143,0.7293423271500843
144,0.7377740303541316
145,0.7344013490725126
146,0.7335581787521079
147,0.7344013490725126
148,0.7284991568296796
149,0.7284991568296796
150,0.7344013490725126
151,0.7369308600337268
152,0.7310286677908938
153,0.7369308600337268
154,0.7335581787521079
155,0.7318718381112985
156,0.7310286677908938
157,0.7327150084317032
158,0.7386172006745363
159,0.7386172006745363
160,0.7327150084317032
161,0.7360876897133221
162,0.7369308600337268
163,0.7369308600337268
164,0.7369308600337268
