loss,accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.0015928396685370083,0.52,1.287344217300415,False,,,1,dd2d5_00085,16af8692990c4b6780b46efefdb7ce75,2023-03-01_10-39-20,1677663560,1.287344217300415,3289215,gpu-011,10.1.1.7,1.287344217300415,0,1,0.004372596740722656
0.0015901708054816585,0.52,1.5736291408538818,False,,,2,dd2d5_00085,16af8692990c4b6780b46efefdb7ce75,2023-03-01_10-39-22,1677663562,2.860973358154297,3289215,gpu-011,10.1.1.7,2.860973358154297,0,2,0.004372596740722656
0.0015882235833968238,0.52,1.5088353157043457,False,,,3,dd2d5_00085,16af8692990c4b6780b46efefdb7ce75,2023-03-01_10-39-23,1677663563,4.369808673858643,3289215,gpu-011,10.1.1.7,4.369808673858643,0,3,0.004372596740722656
0.0015866742736991794,0.52,1.8630397319793701,False,,,4,dd2d5_00085,16af8692990c4b6780b46efefdb7ce75,2023-03-01_10-39-25,1677663565,6.232848405838013,3289215,gpu-011,10.1.1.7,6.232848405838013,0,4,0.004372596740722656
0.0015850717993988388,0.52,1.608961582183838,False,,,5,dd2d5_00085,16af8692990c4b6780b46efefdb7ce75,2023-03-01_10-39-27,1677663567,7.841809988021851,3289215,gpu-011,10.1.1.7,7.841809988021851,0,5,0.004372596740722656
0.0015833103245702282,0.52,2.162493944168091,False,,,6,dd2d5_00085,16af8692990c4b6780b46efefdb7ce75,2023-03-01_10-39-29,1677663569,10.004303932189941,3289215,gpu-011,10.1.1.7,10.004303932189941,0,6,0.004372596740722656
0.0015813155557917453,0.52,1.293501853942871,False,,,7,dd2d5_00085,16af8692990c4b6780b46efefdb7ce75,2023-03-01_10-39-30,1677663570,11.297805786132812,3289215,gpu-011,10.1.1.7,11.297805786132812,0,7,0.004372596740722656
0.0015788728889377637,0.52,1.6615056991577148,False,,,8,dd2d5_00085,16af8692990c4b6780b46efefdb7ce75,2023-03-01_10-39-32,1677663572,12.959311485290527,3289215,gpu-011,10.1.1.7,12.959311485290527,0,8,0.004372596740722656
0.0015759907371696385,0.52,1.3950769901275635,False,,,9,dd2d5_00085,16af8692990c4b6780b46efefdb7ce75,2023-03-01_10-39-33,1677663573,14.35438847541809,3289215,gpu-011,10.1.1.7,14.35438847541809,0,9,0.004372596740722656
0.0015724986723099632,0.52,1.4590206146240234,False,,,10,dd2d5_00085,16af8692990c4b6780b46efefdb7ce75,2023-03-01_10-39-35,1677663575,15.813409090042114,3289215,gpu-011,10.1.1.7,15.813409090042114,0,10,0.004372596740722656
0.0015687143117531963,0.52,1.8618476390838623,False,,,11,dd2d5_00085,16af8692990c4b6780b46efefdb7ce75,2023-03-01_10-39-36,1677663576,17.675256729125977,3289215,gpu-011,10.1.1.7,17.675256729125977,0,11,0.004372596740722656
0.001563455318582469,0.52,1.3763375282287598,False,,,12,dd2d5_00085,16af8692990c4b6780b46efefdb7ce75,2023-03-01_10-39-38,1677663578,19.051594257354736,3289215,gpu-011,10.1.1.7,19.051594257354736,0,12,0.004372596740722656
0.0015576115147820835,0.52,1.621783971786499,False,,,13,dd2d5_00085,16af8692990c4b6780b46efefdb7ce75,2023-03-01_10-39-39,1677663579,20.673378229141235,3289215,gpu-011,10.1.1.7,20.673378229141235,0,13,0.004372596740722656
0.001550657941007066,0.52,1.623276710510254,False,,,14,dd2d5_00085,16af8692990c4b6780b46efefdb7ce75,2023-03-01_10-39-41,1677663581,22.29665493965149,3289215,gpu-011,10.1.1.7,22.29665493965149,0,14,0.004372596740722656
0.001542170431422091,0.52,1.4286205768585205,False,,,15,dd2d5_00085,16af8692990c4b6780b46efefdb7ce75,2023-03-01_10-39-43,1677663583,23.72527551651001,3289215,gpu-011,10.1.1.7,23.72527551651001,0,15,0.004372596740722656
0.0015316635438765603,0.52,1.6062700748443604,False,,,16,dd2d5_00085,16af8692990c4b6780b46efefdb7ce75,2023-03-01_10-39-44,1677663584,25.33154559135437,3289215,gpu-011,10.1.1.7,25.33154559135437,0,16,0.004372596740722656
