,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.84,0.8505747126436781,0.8960919540229885,0.8960919540229885,0.8951724137931034,0.872183908045977,0.871264367816092,0.894712643678161,0.8703448275862069,0.8758620689655172,0.8873563218390804,0.8593103448275862,0.8960919540229885,0.886896551724138,0.8910344827586207
