,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.9083208769307424,0.9088191330343796,0.9118086696562032,0.9133034379671152,0.9108121574489288,0.9048330842052816,0.9008470353761834,0.9123069257598404,0.9118086696562032,0.9098156452416544,0.9157947184853016,0.909317389138017,0.9133034379671152,0.9147982062780268,0.9138016940707524
