,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.2695565520677628,0.2351768809167912,0.312406576980568,0.2700548081714001,0.2959641255605381,0.2835077229696063,0.27553562531141,0.3432984554060787,0.0847035376183358,0.236671649227703,0.2541106128550074,0.186846038863976,0.1155954160438465,0.2217239661185849,0.3731938216243149,0.2869955156950672,0.1723966118584952,0.1061285500747384,0.3442949676133532,0.0847035376183358,0.0881913303437967,0.2580966616841056,0.1619332336821126,0.1569506726457399,0.1006477329347284,0.2242152466367713,0.2536123567513702,0.2057797708021923,0.1763826606875934,0.1315396113602391,0.077727952167414,0.2486297957149975,0.0991529646238166,0.3702042850024913,0.1629297458893871,0.273542600896861,0.1933233682112606,0.2835077229696063,0.2914798206278027,0.3049327354260089,0.0827105132037867,0.4309915296462381,0.1684105630293971,0.1813652217239661,0.1788739412057797,0.2027902341803687,0.1310413552566019,0.3248629795714997,0.1938216243148978,0.4050822122571001
1,0.3343298455406078,0.4862979571499751,0.5161933233682112,0.3692077727952167,0.4165421026407573,0.3348281016442451,0.3472845042351768,0.3901345291479821,0.3766816143497757,0.4115595416043846,0.414050822122571,0.4180368709516691,0.2670652715495765,0.5281514698555058,0.4359740906826108,0.3926258096661684,0.3492775286497259,0.445440956651719,0.4265072247135027,0.3527653213751868,0.3298455406078724,0.465869456900847,0.4504235176880917,0.3592426507224713,0.3657199800697558,0.3472845042351768,0.3129048330842053,0.3657199800697558,0.377179870453413,0.293971101145989,0.5296462381664175,0.4524165421026407,0.2715495764823119,0.4932735426008968,0.3851519681116093,0.3323368211260588,0.3856502242152466,0.3741903338315894,0.4564025909317389,0.3941205779770802,0.3119083208769307,0.5052316890881914,0.3712007972097658,0.3084205281514698,0.242152466367713,0.4942700548081714,0.4653712007972098,0.4484304932735426,0.2630792227204783,0.5007473841554559
2,0.4055804683607374,0.5455904334828101,0.5445939212755356,0.4723467862481315,0.4803188839063279,0.4245142002989536,0.4110612855007474,0.4205281514698555,0.4823119083208769,0.497259591429995,0.4673642252117588,0.465869456900847,0.4025909317389138,0.5665171898355755,0.4449427005480817,0.5037369207772795,0.3966118584952666,0.465869456900847,0.4743398106626806,0.4240159441953164,0.4598903836571998,0.4942700548081714,0.5411061285500748,0.4828101644245142,0.471350274040857,0.3986048829098156,0.4334828101644245,0.5430991529646239,0.4384653712007972,0.2979571499750872,0.5610363726955655,0.4937717987045341,0.4683607374190334,0.5112107623318386,0.4763328350772297,0.3527653213751868,0.4205281514698555,0.4688589935226706,0.4853014449427005,0.4778276033881415,0.3403089187842551,0.5276532137518685,0.5535625311410065,0.4314897857498754,0.4833084205281515,0.521175884404584,0.4872944693572496,0.4937717987045341,0.3134030891878425,0.5132037867463877
3,0.4813153961136024,0.5754857997010463,0.5719980069755854,0.5171898355754858,0.5445939212755356,0.4349775784753363,0.4723467862481315,0.5610363726955655,0.4892874937717987,0.5301444942700548,0.4907822620827105,0.4838066766317887,0.4818136522172396,0.5739910313901345,0.491778774289985,0.5510712506228201,0.473343298455406,0.5176880916791231,0.4862979571499751,0.4559043348281016,0.4947683109118087,0.5042351768809168,0.5744892874937718,0.5176880916791231,0.4992526158445441,0.5127055306427504,0.4449427005480817,0.56751370204285,0.4738415545590433,0.3019431988041853,0.5849526656701545,0.5171898355754858,0.4857997010463378,0.5236671649227703,0.4922770303936223,0.395615346287992,0.489785749875436,0.5710014947683109,0.5072247135027405,0.491778774289985,0.4369706028898854,0.5371200797209765,0.5670154459392127,0.4922770303936223,0.528649725959143,0.5406078724464375,0.523168908819133,0.5525660189337319,0.4255107125062282,0.5291479820627802
4,0.5107125062282013,0.6268061783756851,0.560039860488291,0.5256601893373194,0.5769805680119582,0.4374688589935226,0.5077229696063776,0.5954160438465371,0.5251619332336821,0.5540607872446437,0.5171898355754858,0.5117090184354758,0.5226706527154957,0.5919282511210763,0.5306427503736921,0.5949177877428998,0.4623816641753862,0.5401096163428002,0.5012456402590931,0.4633781763826607,0.5326357747882412,0.5291479820627802,0.5809666168410563,0.5430991529646239,0.5316392625809666,0.536123567513702,0.4638764324862979,0.5764823119083209,0.4848031888390632,0.3114100647732934,0.5969108121574489,0.5226706527154957,0.4902840059790732,0.5565520677628301,0.5037369207772795,0.4374688589935226,0.5171898355754858,0.5894369706028899,0.5261584454409567,0.5171898355754858,0.502740408570005,0.5455904334828101,0.5714997508719482,0.5241654210264076,0.5480817140009965,0.5465869456900847,0.5396113602391629,0.598903836571998,0.4862979571499751,0.5241654210264076
5,0.5142002989536621,0.6283009466865969,0.56751370204285,0.5421026407573493,0.5974090682610862,0.4449427005480817,0.5366218236173393,0.6053811659192825,0.5670154459392127,0.5645241654210265,0.5430991529646239,0.5221723966118585,0.5346287992027903,0.6028898854010961,0.5530642750373692,0.6098654708520179,0.4653712007972098,0.5769805680119582,0.5276532137518685,0.4758345789735924,0.5401096163428002,0.5386148480318884,0.5939212755356253,0.5560538116591929,0.547085201793722,0.5376183358246138,0.4643746885899352,0.5844544095665172,0.5012456402590931,0.3368211260587942,0.6033881415047334,0.5391131041355257,0.5331340308918784,0.57299451918286,0.5087194818136522,0.5799701046337817,0.5381165919282511,0.5944195316392625,0.5406078724464375,0.5276532137518685,0.5196811160936722,0.558046836073742,0.5744892874937718,0.5421026407573493,0.57299451918286,0.5630293971101146,0.5789735924265073,0.6098654708520179,0.5072247135027405,0.5351270553064275
6,0.5196811160936722,0.6427503736920778,0.57299451918286,0.543597409068261,0.6332835077229696,0.4504235176880917,0.6178375685102142,0.6273044344793224,0.5849526656701545,0.5680119581464873,0.5719980069755854,0.5301444942700548,0.543597409068261,0.6058794220229198,0.5705032386646737,0.6193323368211261,0.465869456900847,0.5949177877428998,0.5505729945191828,0.4912805181863477,0.5510712506228201,0.5535625311410065,0.6158445440956651,0.5630293971101146,0.5590433482810164,0.5411061285500748,0.478824115595416,0.5759840558046836,0.5306427503736921,0.356751370204285,0.604384653712008,0.5520677628300946,0.5610363726955655,0.5919282511210763,0.5241654210264076,0.5959142999501744,0.5495764823119084,0.6003986048829099,0.5590433482810164,0.5670154459392127,0.5331340308918784,0.5710014947683109,0.57847533632287,0.5520677628300946,0.6457399103139013,0.57299451918286,0.6058794220229198,0.6208271051320379,0.523168908819133,0.5485799701046338
7,0.528649725959143,0.6591928251121076,0.5724962630792227,0.5515695067264574,0.6422521175884405,0.4414549078226208,0.6716492277030394,0.630293971101146,0.6078724464374688,0.5719980069755854,0.5944195316392625,0.5366218236173393,0.5450921773791729,0.6128550074738416,0.5774788241155954,0.6258096661684106,0.4633781763826607,0.6103637269556552,0.5615346287992028,0.5206776283009467,0.5759840558046836,0.5595416043846537,0.6337817638266069,0.5705032386646737,0.5695067264573991,0.5450921773791729,0.4813153961136024,0.5650224215246636,0.5510712506228201,0.3896362730443448,0.6168410563029397,0.5560538116591929,0.5734927752864972,0.6103637269556552,0.5346287992027903,0.6133532635774788,0.5590433482810164,0.6083707025411061,0.5744892874937718,0.57847533632287,0.5376183358246138,0.5769805680119582,0.5984055804683608,0.5924265072247135,0.6552067762830095,0.5839561534628799,0.6203288490284006,0.6103637269556552,0.5356253114100648,0.554559043348281
8,0.5346287992027903,0.6731439960139511,0.5854509217737918,0.57847533632287,0.6532137518684604,0.4504235176880917,0.6841056302939711,0.6392625809666168,0.6213253612356752,0.5824613851519681,0.6188340807174888,0.5386148480318884,0.521175884404584,0.6218236173393124,0.5924265072247135,0.6352765321375187,0.4723467862481315,0.6402590931738914,0.5744892874937718,0.5455904334828101,0.5884404583956153,0.5585450921773791,0.6382660687593423,0.5719980069755854,0.5809666168410563,0.5590433482810164,0.4902840059790732,0.5690084703537618,0.5625311410064773,0.4035874439461883,0.6188340807174888,0.5530642750373692,0.5809666168410563,0.6258096661684106,0.5406078724464375,0.6148480318883907,0.5714997508719482,0.5854509217737918,0.5854509217737918,0.585949177877429,0.5450921773791729,0.5829596412556054,0.6053811659192825,0.6038863976083707,0.6611858495266567,0.5894369706028899,0.6337817638266069,0.6307922272047832,0.5430991529646239,0.5610363726955655
9,0.5396113602391629,0.6885899352267065,0.6048829098156452,0.5979073243647235,0.6636771300448431,0.4559043348281016,0.6706527154957648,0.630293971101146,0.6292974588938715,0.5839561534628799,0.6307922272047832,0.5555555555555556,0.5291479820627802,0.6332835077229696,0.6537120079720976,0.645241654210264,0.4823119083208769,0.6467364225211759,0.5789735924265073,0.5550572994519183,0.5894369706028899,0.5665171898355755,0.6407573492775287,0.5819631290483308,0.591429995017439,0.5700049825610364,0.497259591429995,0.5824613851519681,0.5660189337319382,0.43248629795715,0.6312904833084205,0.5680119581464873,0.658196312904833,0.6327852516193323,0.5560538116591929,0.6322869955156951,0.580468360737419,0.6367713004484304,0.6028898854010961,0.591429995017439,0.5585450921773791,0.5924265072247135,0.617339312406577,0.6402590931738914,0.6482311908320877,0.5969108121574489,0.6372695565520677,0.6497259591429995,0.5515695067264574,0.5555555555555556
