,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,11.733438968658447,11.08715009689331,10.886255979537964,11.345062971115112,10.93272089958191,11.546117305755615,10.987858057022097,11.438186883926392,10.643654823303224,11.120843887329102,11.719945907592772,10.740453720092772,11.012359619140623,11.11883020401001,10.834434986114502,11.10949206352234,11.57030963897705,12.08839988708496,11.14590573310852,11.315134525299072,11.495843887329102,10.994733333587646,11.567646503448486,11.46692180633545,11.2027428150177,11.623883247375488,10.899396657943726,11.425779104232788,11.635329723358154,11.260740995407104,11.243954420089722,11.1756751537323,10.622089147567747,10.551405429840088,11.268856287002563,11.338473558425903,11.34895133972168,11.386961460113524,11.338761568069458,11.03734254837036,11.23947548866272,11.057773351669312,10.844988346099854,11.13798999786377,11.676611423492432,11.424315690994264,11.15987491607666,10.91619873046875
1,11.708017826080322,11.071287631988524,10.801191568374634,11.389557361602783,10.778658390045166,11.676241397857666,10.992367506027222,11.210384368896484,10.723795890808104,11.23865842819214,11.476435899734495,10.636955738067629,11.122325658798218,11.138684034347534,10.724501132965088,11.09195351600647,11.666852951049805,11.925297498703005,11.117447137832642,11.06574535369873,11.363110780715942,11.00905466079712,11.594411373138428,11.347222089767456,11.261250019073486,11.627613306045532,10.646010160446169,11.42721700668335,11.530083894729614,11.038840055465698,11.08087706565857,10.98658537864685,10.70844316482544,10.560860633850098,11.40134334564209,11.392542600631714,11.398971319198608,11.36554479598999,11.341564178466797,11.100822925567629,11.229718685150146,11.096719741821287,10.748326301574709,11.10181760787964,11.730175018310549,11.449761390686035,11.235714197158812,10.982112407684326
2,12.01791262626648,10.981263875961304,10.719472646713257,11.45387578010559,10.740178346633911,11.77461004257202,11.02543306350708,11.403488397598268,10.806808710098268,11.174811124801636,11.493733167648315,10.64391803741455,11.22037935256958,11.247934103012083,10.743086099624634,11.1199951171875,11.551677703857422,11.964073657989502,11.2773756980896,10.98503565788269,11.41549563407898,11.18115258216858,11.563037633895874,11.467194080352783,11.285033702850342,11.521506071090698,10.614874839782717,11.489224672317505,11.540299654006958,10.827590465545654,11.353449583053589,11.1523597240448,10.628249168395996,10.389974594116213,11.309370994567873,11.43852162361145,11.408600568771362,11.226667404174805,11.454731941223145,11.08666467666626,11.248266458511353,11.13971781730652,10.544363975524902,11.084485292434692,11.731617212295532,11.4598867893219,11.385744094848633,11.189482927322388
3,12.013805150985718,11.046006202697754,10.693625688552856,11.327533960342407,10.620071411132812,11.803213596343994,11.182063102722168,11.417879104614258,10.98247528076172,11.216914176940918,11.49215579032898,10.532500505447388,11.175278425216677,11.487231016159058,10.580597162246704,10.876664638519289,11.468732833862305,11.53386163711548,11.362140893936155,10.853225469589232,11.4220290184021,11.195924520492554,11.677451610565186,11.52692985534668,11.24788761138916,11.445044994354248,10.747919082641602,11.335453510284424,11.634081840515137,10.809636116027832,11.398296356201172,11.1769437789917,10.243523597717283,10.484894514083862,11.015699863433838,11.513700246810911,11.493139743804932,11.390674829483032,11.453738689422607,11.08074164390564,11.230811595916748,11.097052812576294,10.614854335784912,11.228654623031616,11.663535356521606,11.360749006271362,11.290924787521362,11.338018894195557
4,12.169517755508425,11.034055233001707,10.860874652862549,11.044377565383911,10.685929775238035,11.928558588027954,11.317331552505491,11.465839147567747,11.275283575057983,11.258315324783323,11.477755308151243,10.5710711479187,11.252076387405396,11.60863709449768,10.730787754058838,10.918585062026978,11.612576007843018,11.524129867553713,11.287561178207396,10.93785834312439,11.410070180892944,11.224297761917114,11.497219562530518,11.21155571937561,11.182142972946169,11.464517831802368,10.734116077423096,11.139317512512209,11.802690267562866,10.789698839187622,11.495454549789429,11.125995397567747,10.17817497253418,10.5034282207489,11.048892974853516,11.53827166557312,11.506599187850952,11.419241428375244,11.320575952529907,10.80052375793457,11.060440301895142,11.235025405883787,10.628308534622192,11.398182153701782,11.669310808181764,11.507071495056152,11.199098348617554,11.447280406951904
5,12.35295844078064,11.037944316864014,10.871312856674194,11.01321816444397,10.501571893692017,11.708398818969728,11.13487958908081,11.352521181106567,11.20092248916626,11.369468927383425,11.510913372039797,10.567362308502195,11.409334659576416,11.493565559387209,10.790985584259031,10.786528587341309,11.42844581604004,11.387340784072876,11.367428541183472,11.15791130065918,11.14336109161377,11.41822075843811,11.582213878631592,11.23526930809021,11.13680100440979,11.482604503631592,10.83345651626587,11.052789211273192,11.689591646194458,10.81791353225708,11.246341466903688,11.162747621536257,10.07135796546936,10.558652639389038,11.107826471328735,11.66402506828308,11.55169677734375,11.25436305999756,11.449165105819702,10.695765018463137,11.128307580947876,11.32824683189392,10.640342473983765,11.534403324127195,11.7176251411438,11.466826438903809,11.28510332107544,11.47758436203003
6,12.47248148918152,11.225733041763306,10.842590570449827,10.843151330947876,10.636864423751833,11.664855003356934,11.267440557479858,11.486561059951782,11.182617664337158,11.518772840499878,11.619315147399902,10.56276273727417,11.581912755966188,11.239750146865845,10.794590473175049,10.866466283798218,11.547940015792848,11.237460374832152,11.277324676513672,11.341309070587158,11.257943630218506,11.493114948272703,11.433602809906006,11.323752880096436,10.997841835021973,11.488046884536743,11.020548343658447,11.196046829223633,11.657422065734863,10.778743505477903,11.427020788192747,11.027830600738524,10.014405608177183,10.565089464187622,11.312571287155151,11.617422103881836,11.720658302307127,11.435531854629517,11.5562584400177,10.83272933959961,11.215485095977783,11.317431688308716,10.723748445510864,11.516263008117676,11.696000814437866,11.456790685653688,11.243993759155272,11.519404888153076
7,12.442790985107422,11.24044942855835,10.885675430297852,10.65160059928894,10.696748733520508,11.764787912368774,11.033857107162476,11.547645568847656,11.34103536605835,11.674669027328491,11.674434423446655,10.755616188049316,11.632872581481934,11.158024311065674,10.86262559890747,10.697941064834597,11.371901035308838,11.259703397750854,11.36266040802002,11.37320327758789,11.205573558807371,11.62710952758789,11.4009370803833,11.060666561126707,11.079423904418944,11.409265518188477,10.938137531280518,11.182817459106444,11.602783918380736,10.599900126457214,11.494719743728638,10.966687202453612,10.211889743804932,10.51992917060852,11.472989797592165,11.478856086730955,11.78135633468628,11.149889945983888,11.53704571723938,10.873115301132202,10.98285675048828,11.477743148803713,10.83283019065857,11.441187858581545,11.712132692337036,11.47145175933838,11.268912315368652,11.371220350265505
8,12.714518070220947,11.279637575149536,11.0099937915802,10.75653600692749,10.694335460662842,11.73046588897705,11.02210021018982,11.595454454421995,11.585009813308716,11.578622817993164,11.700680494308472,10.600951433181764,11.44732666015625,11.41297173500061,10.859213829040527,10.819797277450562,11.301780223846436,11.217591524124146,11.31004524230957,11.425549983978271,11.18690299987793,11.544217586517334,11.400653600692747,11.077212810516356,11.006961822509766,11.27302074432373,10.838744401931764,11.446504831314089,11.336987257003784,10.719628930091858,11.294848442077637,11.008946418762209,10.270807266235352,10.440529823303224,11.424271583557127,11.68318223953247,11.869505167007446,11.175671339035034,11.440285444259644,11.045593976974487,11.106815099716188,11.723652839660645,11.011722564697266,11.4915189743042,11.544838190078735,11.54491400718689,11.16604733467102,11.42475128173828
9,12.441674709320068,11.174283027648926,11.14727783203125,10.60470724105835,10.682993173599243,11.719762325286863,10.97985315322876,11.599952936172484,11.647624492645264,11.456369638442991,11.905826091766356,10.733321189880373,11.468069076538086,11.45721435546875,10.721590757369995,10.776010751724243,11.24742555618286,11.312981843948364,11.201635122299194,11.479246139526367,11.319255113601685,11.346513032913208,11.247827291488647,11.018816471099854,10.762132167816162,11.45653748512268,10.843966007232666,11.393405199050903,11.282124042510986,10.708605527877808,11.214110374450684,11.086714029312134,10.21342921257019,10.616717338562012,11.24458146095276,11.721122980117798,11.827148914337158,11.224323749542236,11.241812944412231,10.620588541030884,11.152572870254517,11.879321813583374,10.88141942024231,11.514461278915403,11.39363956451416,11.41854476928711,11.084832191467283,11.244489192962646
