,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.9334,0.931,0.9342,0.9338,0.9366,0.9342,0.9374,0.9376,0.9368,0.9342,0.9318,0.935,0.9336,0.9358,0.9362
