,1
0,0.6
1,0.525
2,0.75
3,0.7833333333333333
4,0.775
5,0.775
6,0.775
7,0.775
8,0.775
9,0.775
10,0.7583333333333333
11,0.7666666666666667
12,0.7666666666666667
13,0.775
14,0.775
15,0.775
16,0.8083333333333333
17,0.8
18,0.7916666666666666
19,0.7916666666666666
20,0.7916666666666666
21,0.8083333333333333
22,0.8166666666666667
23,0.8166666666666667
24,0.8166666666666667
25,0.8166666666666667
26,0.8166666666666667
27,0.8083333333333333
28,0.8166666666666667
29,0.8083333333333333
30,0.8083333333333333
31,0.8083333333333333
32,0.7916666666666666
33,0.8083333333333333
34,0.8083333333333333
35,0.8
36,0.7833333333333333
37,0.7916666666666666
38,0.8
39,0.8
40,0.8
41,0.8
42,0.8
43,0.8
44,0.8
45,0.8
46,0.8
47,0.8
48,0.8
49,0.7916666666666666
50,0.8
51,0.7916666666666666
52,0.7833333333333333
53,0.8
54,0.7916666666666666
55,0.8
56,0.7916666666666666
57,0.7916666666666666
58,0.8
59,0.8
60,0.7916666666666666
