,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.9139966273187184,0.9165261382799326,0.930016863406408,0.8979763912310287,0.9325463743676222,0.9232715008431704,0.9139966273187184,0.9106239460370996,0.9123102866779088,0.9249578414839796,0.9038785834738616,0.9258010118043845,0.9173693086003372,0.9139966273187184,0.9106239460370996
