,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0.52,0.48,0.5650574712643678,0.52,0.5682758620689655,0.5360919540229885,0.52,0.4786206896551724,0.5586206896551724,0.5232183908045978,0.5627586206896552,0.52,0.5526436781609195,0.5167816091954023,0.5282758620689655,0.5448275862068965,0.4804597701149425,0.52,0.6137931034482759,0.52,0.6202298850574712,0.48,0.5466666666666666,0.5558620689655173,0.48,0.52,0.52,0.5972413793103448,0.5641379310344827,0.4749425287356322,0.4970114942528735,0.5632183908045977,0.4786206896551724
1,0.52,0.48,0.5935632183908046,0.52,0.5370114942528735,0.4924137931034483,0.52,0.5406896551724137,0.5232183908045978,0.5558620689655173,0.5232183908045978,0.52,0.52,0.4836781609195402,0.5209195402298851,0.5062068965517241,0.4804597701149425,0.52,0.568735632183908,0.52,0.52,0.48,0.5126436781609195,0.4974712643678161,0.48,0.52,0.52,0.5889655172413794,0.5301149425287356,0.48,0.4997701149425287,0.48,0.4868965517241379
2,0.52,0.48,0.6395402298850574,0.52,0.6091954022988506,0.4813793103448275,0.52,0.5452873563218391,0.5227586206896552,0.5457471264367816,0.7071264367816092,0.52,0.6128735632183908,0.6496551724137931,0.4928735632183908,0.4855172413793103,0.6891954022988506,0.6064367816091955,0.5305747126436782,0.52,0.6514942528735632,0.6133333333333333,0.5324137931034483,0.6257471264367817,0.5816091954022988,0.6335632183908046,0.52,0.5779310344827586,0.5788505747126437,0.6285057471264368,0.4933333333333333,0.48,0.5963218390804598
3,0.52,0.48,0.6326436781609195,0.52,0.6050574712643678,0.4804597701149425,0.52,0.5714942528735633,0.5002298850574712,0.5406896551724137,0.7094252873563218,0.52,0.6133333333333333,0.6436781609195402,0.480919540229885,0.480919540229885,0.6928735632183908,0.5880459770114943,0.5094252873563219,0.52,0.6570114942528735,0.616551724137931,0.5544827586206896,0.6216091954022989,0.5586206896551724,0.6349425287356322,0.52,0.5724137931034483,0.5701149425287356,0.624367816091954,0.4905747126436781,0.48,0.5981609195402299
4,0.52,0.48,0.6252873563218391,0.52,0.6059770114942529,0.48,0.52,0.5604597701149425,0.4864367816091954,0.534712643678161,0.7048275862068966,0.52,0.6073563218390805,0.6386206896551724,0.4813793103448275,0.4804597701149425,0.6905747126436782,0.6114942528735632,0.48,0.52,0.6873563218390805,0.6128735632183908,0.5457471264367816,0.6197701149425288,0.5655172413793104,0.6404597701149425,0.519080459770115,0.5604597701149425,0.5724137931034483,0.6266666666666667,0.4822988505747126,0.48,0.6018390804597701
5,0.52,0.48,0.6229885057471264,0.52,0.639080459770115,0.48,0.52,0.5673563218390805,0.48,0.5291954022988505,0.7071264367816092,0.5259770114942529,0.6004597701149426,0.6303448275862069,0.4813793103448275,0.4804597701149425,0.6896551724137931,0.615632183908046,0.48,0.52,0.6850574712643678,0.64,0.5912643678160919,0.6110344827586207,0.6091954022988506,0.6377011494252873,0.4933333333333333,0.5549425287356322,0.5673563218390805,0.6298850574712643,0.4795402298850574,0.48,0.5871264367816091
6,0.52,0.48,0.6418390804597701,0.52,0.646896551724138,0.48,0.535632183908046,0.5793103448275863,0.48,0.5135632183908045,0.7034482758620689,0.6091954022988506,0.5954022988505747,0.6170114942528736,0.6147126436781609,0.48,0.6777011494252874,0.6160919540229886,0.48,0.52,0.6827586206896552,0.6436781609195402,0.5926436781609196,0.6073563218390805,0.6160919540229886,0.632183908045977,0.4703448275862069,0.5406896551724137,0.5604597701149425,0.6331034482758621,0.48,0.48,0.5806896551724138
7,0.52,0.48,0.6381609195402299,0.52,0.6445977011494253,0.48,0.4804597701149425,0.5829885057471265,0.48,0.5080459770114942,0.7039080459770115,0.480919540229885,0.5940229885057471,0.6032183908045977,0.6110344827586207,0.48,0.696551724137931,0.6124137931034482,0.48,0.52,0.6675862068965517,0.6450574712643679,0.6096551724137931,0.6073563218390805,0.6285057471264368,0.631264367816092,0.4914942528735632,0.527816091954023,0.5613793103448276,0.6436781609195402,0.48,0.48,0.5797701149425287
8,0.5429885057471264,0.48,0.6367816091954023,0.52,0.6551724137931034,0.48,0.48,0.5908045977011495,0.48,0.5057471264367817,0.7016091954022988,0.48,0.5857471264367816,0.5848275862068966,0.6114942528735632,0.48,0.7039080459770115,0.6101149425287357,0.48,0.52,0.6767816091954023,0.6358620689655172,0.6082758620689656,0.5972413793103448,0.6395402298850574,0.6248275862068966,0.4813793103448275,0.5227586206896552,0.56,0.6459770114942529,0.48,0.48,0.5747126436781609
9,0.5779310344827586,0.48,0.6358620689655172,0.52,0.6611494252873563,0.48,0.48,0.6147126436781609,0.48,0.5020689655172413,0.6956321839080459,0.48,0.5857471264367816,0.577471264367816,0.6091954022988506,0.48,0.7039080459770115,0.6151724137931035,0.48,0.52,0.6864367816091954,0.632183908045977,0.6174712643678161,0.5926436781609196,0.6445977011494253,0.6193103448275862,0.4822988505747126,0.6147126436781609,0.5595402298850575,0.6662068965517242,0.48,0.48,0.5636781609195403
