,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,0.526896551724138,0.4832183908045977,0.52,0.5227586206896552,0.48,0.4891954022988505,0.4804597701149425,0.472183908045977,0.52,0.5659770114942528,0.4864367816091954,0.5374712643678161,0.6041379310344828,0.4781609195402299,0.5310344827586206,0.4813793103448275,0.5756321839080459,0.5489655172413793,0.4836781609195402,0.4616091954022988,0.4777011494252873,0.52,0.52,0.4901149425287356,0.4685057471264368,0.48,0.5958620689655172,0.5066666666666667,0.52,0.4836781609195402,0.4859770114942529,0.5186206896551724,0.48,0.48,0.4841379310344827,0.52,0.5172413793103449,0.4919540229885057,0.5154022988505748,0.48,0.52,0.4717241379310344,0.48,0.5140229885057471,0.5760919540229885,0.4841379310344827,0.5232183908045978,0.52,0.48,0.5186206896551724,0.5632183908045977,0.5204597701149425,0.5388505747126436,0.5466666666666666,0.5117241379310344
1,0.5264367816091954,0.52,0.52,0.5388505747126436,0.5291954022988505,0.5494252873563218,0.4979310344827586,0.48,0.52,0.534712643678161,0.48,0.5204597701149425,0.5521839080459771,0.5595402298850575,0.5374712643678161,0.5218390804597701,0.6170114942528736,0.5066666666666667,0.5857471264367816,0.4781609195402299,0.52,0.52,0.4896551724137931,0.52,0.4767816091954023,0.5163218390804598,0.5301149425287356,0.52,0.4570114942528736,0.488735632183908,0.5177011494252873,0.5443678160919541,0.4942528735632184,0.5324137931034483,0.48,0.52,0.5163218390804598,0.5825287356321839,0.5204597701149425,0.52,0.52,0.48,0.5204597701149425,0.48,0.48,0.52,0.6868965517241379,0.5912643678160919,0.488735632183908,0.52,0.526896551724138,0.487816091954023,0.577471264367816,0.488735632183908,0.5218390804597701
2,0.535632183908046,0.5131034482758621,0.52,0.488735632183908,0.5737931034482758,0.5958620689655172,0.6303448275862069,0.48,0.52,0.5204597701149425,0.48,0.52,0.607816091954023,0.5255172413793103,0.5668965517241379,0.52,0.6105747126436781,0.600919540229885,0.6386206896551724,0.48,0.5195402298850574,0.52,0.48,0.5163218390804598,0.48,0.6170114942528736,0.6022988505747127,0.5204597701149425,0.48,0.4919540229885057,0.5609195402298851,0.5793103448275863,0.5590804597701149,0.6082758620689656,0.4804597701149425,0.52,0.5498850574712644,0.5213793103448275,0.5218390804597701,0.5885057471264368,0.52,0.48,0.5204597701149425,0.48,0.5075862068965518,0.52,0.5802298850574713,0.48,0.4859770114942529,0.52,0.5264367816091954,0.4813793103448275,0.5186206896551724,0.5416091954022989,0.52
3,0.5393103448275862,0.4993103448275862,0.52,0.48,0.5875862068965517,0.5627586206896552,0.5894252873563218,0.48,0.52,0.5314942528735632,0.4942528735632184,0.52,0.5351724137931034,0.5485057471264367,0.5452873563218391,0.52,0.5806896551724138,0.5696551724137932,0.5370114942528735,0.4873563218390804,0.4790804597701149,0.52,0.48,0.5186206896551724,0.48,0.5609195402298851,0.5429885057471264,0.5475862068965517,0.48,0.4919540229885057,0.5462068965517242,0.5241379310344828,0.5457471264367816,0.5466666666666666,0.4983908045977011,0.52,0.5245977011494253,0.5531034482758621,0.5209195402298851,0.5917241379310345,0.52,0.48,0.52,0.48,0.5724137931034483,0.52,0.6685057471264367,0.48,0.4804597701149425,0.52,0.5264367816091954,0.4795402298850574,0.568735632183908,0.4983908045977011,0.52
4,0.5052873563218391,0.4891954022988505,0.52,0.48,0.6220689655172413,0.6,0.646896551724138,0.48,0.52,0.5218390804597701,0.4859770114942529,0.52,0.4993103448275862,0.6068965517241379,0.576551724137931,0.5264367816091954,0.6262068965517241,0.6671264367816092,0.6137931034482759,0.4832183908045977,0.4813793103448275,0.52,0.48,0.52,0.48,0.4983908045977011,0.5324137931034483,0.5397701149425287,0.48,0.5085057471264368,0.5733333333333334,0.5508045977011494,0.5820689655172414,0.6308045977011494,0.5144827586206897,0.52,0.4974712643678161,0.624367816091954,0.52,0.5636781609195403,0.52,0.6059770114942529,0.52,0.4804597701149425,0.6174712643678161,0.52,0.7186206896551725,0.5195402298850574,0.48,0.5186206896551724,0.5264367816091954,0.4970114942528735,0.5305747126436782,0.4855172413793103,0.52
5,0.5342528735632184,0.480919540229885,0.52,0.4822988505747126,0.608735632183908,0.6252873563218391,0.6,0.48,0.52,0.5282758620689655,0.4928735632183908,0.52,0.4855172413793103,0.6188505747126437,0.5995402298850575,0.5245977011494253,0.6464367816091954,0.6160919540229886,0.6694252873563218,0.48,0.48,0.52,0.48,0.52,0.48,0.5411494252873563,0.5250574712643679,0.4993103448275862,0.48,0.511264367816092,0.5733333333333334,0.6147126436781609,0.5586206896551724,0.6160919540229886,0.5181609195402299,0.52,0.5255172413793103,0.6285057471264368,0.52,0.5126436781609195,0.52,0.5673563218390805,0.52,0.48,0.5806896551724138,0.52,0.6519540229885058,0.6220689655172413,0.48,0.5885057471264368,0.5255172413793103,0.5393103448275862,0.5664367816091954,0.4813793103448275,0.52
6,0.5609195402298851,0.4859770114942529,0.52,0.5797701149425287,0.6367816091954023,0.5958620689655172,0.6340229885057471,0.48,0.52,0.5402298850574713,0.488735632183908,0.52,0.4882758620689655,0.6275862068965518,0.6064367816091955,0.5397701149425287,0.6344827586206897,0.5370114942528735,0.671264367816092,0.480919540229885,0.48,0.52,0.48,0.52,0.48,0.5020689655172413,0.5328735632183909,0.5218390804597701,0.48,0.5039080459770114,0.5517241379310345,0.5889655172413794,0.5848275862068966,0.6482758620689655,0.5788505747126437,0.52,0.5098850574712643,0.6275862068965518,0.52,0.5351724137931034,0.52,0.6133333333333333,0.52,0.48,0.5466666666666666,0.52,0.5705747126436782,0.6183908045977011,0.4804597701149425,0.5678160919540229,0.5264367816091954,0.5549425287356322,0.5360919540229885,0.4804597701149425,0.52
7,0.5627586206896552,0.4813793103448275,0.52,0.6,0.5995402298850575,0.6450574712643679,0.5829885057471265,0.48,0.5204597701149425,0.5632183908045977,0.4864367816091954,0.52,0.4855172413793103,0.600919540229885,0.6160919540229886,0.5411494252873563,0.6045977011494252,0.600919540229885,0.6666666666666666,0.48,0.4836781609195402,0.52,0.48,0.52,0.48,0.4855172413793103,0.5489655172413793,0.5006896551724138,0.48,0.4970114942528735,0.5797701149425287,0.623448275862069,0.5747126436781609,0.6294252873563219,0.5783908045977012,0.52,0.4924137931034483,0.6340229885057471,0.5517241379310345,0.5682758620689655,0.52,0.6422988505747127,0.52,0.48,0.5296551724137931,0.52,0.6331034482758621,0.6225287356321839,0.4813793103448275,0.6133333333333333,0.5255172413793103,0.5517241379310345,0.5710344827586207,0.4813793103448275,0.52
8,0.5682758620689655,0.4836781609195402,0.52,0.5917241379310345,0.6248275862068966,0.6349425287356322,0.543448275862069,0.48,0.5301149425287356,0.5880459770114943,0.4905747126436781,0.52,0.4914942528735632,0.6202298850574712,0.5857471264367816,0.5678160919540229,0.5632183908045977,0.654712643678161,0.6754022988505747,0.480919540229885,0.5264367816091954,0.52,0.48,0.52,0.48,0.4928735632183908,0.5760919540229885,0.5328735632183909,0.48,0.5062068965517241,0.5963218390804598,0.6280459770114942,0.592183908045977,0.6445977011494253,0.5540229885057472,0.52,0.5075862068965518,0.6202298850574712,0.5466666666666666,0.5926436781609196,0.52,0.6179310344827587,0.52,0.48,0.5379310344827586,0.52,0.6896551724137931,0.6137931034482759,0.4933333333333333,0.6114942528735632,0.5429885057471264,0.5535632183908046,0.5903448275862069,0.4813793103448275,0.52
9,0.5806896551724138,0.4864367816091954,0.52,0.6133333333333333,0.6119540229885058,0.5908045977011495,0.5590804597701149,0.48,0.5558620689655173,0.6271264367816092,0.4896551724137931,0.52,0.5002298850574712,0.6298850574712643,0.6022988505747127,0.5935632183908046,0.5549425287356322,0.6170114942528736,0.6717241379310345,0.4822988505747126,0.52,0.52,0.48,0.52,0.48,0.5149425287356322,0.6128735632183908,0.5779310344827586,0.48,0.5094252873563219,0.5581609195402298,0.6202298850574712,0.5719540229885057,0.6395402298850574,0.5351724137931034,0.52,0.5167816091954023,0.5944827586206897,0.5664367816091954,0.5751724137931035,0.52,0.6179310344827587,0.5296551724137931,0.48,0.5632183908045977,0.52,0.647816091954023,0.5894252873563218,0.4993103448275862,0.5760919540229885,0.5586206896551724,0.5466666666666666,0.5728735632183908,0.4818390804597701,0.52
