,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
306,,,,,0.932,,,,,,,,,,,,,0.9236,,,,,0.913,,,,0.9274
307,,,,,0.9338,,,,,,,,,,,,,0.9246,,,,,0.9264,,,,0.9308
308,,,,,0.935,,,,,,,,,,,,,0.9306,,,,,0.9258,,,,0.9274
309,,,,,0.9048,,,,,,,,,,,,,0.8842,,,,,0.9256,,,,0.9392
310,,,,,0.9232,,,,,,,,,,,,,0.932,,,,,0.9304,,,,0.9386
311,,,,,0.9252,,,,,,,,,,,,,0.9306,,,,,0.9352,,,,0.9464
312,,,,,0.9232,,,,,,,,,,,,,0.9292,,,,,0.9168,,,,0.927
313,,,,,0.9194,,,,,,,,,,,,,0.934,,,,,0.944,,,,0.942
314,,,,,0.9338,,,,,,,,,,,,,0.918,,,,,0.9414,,,,0.947
315,,,,,0.9198,,,,,,,,,,,,,0.9228,,,,,0.9104,,,,0.9474
316,,,,,0.919,,,,,,,,,,,,,0.9046,,,,,0.8926,,,,0.9466
317,,,,,0.9436,,,,,,,,,,,,,0.914,,,,,0.8968,,,,0.9432
318,,,,,0.9408,,,,,,,,,,,,,0.9134,,,,,0.9378,,,,0.945
319,,,,,0.936,,,,,,,,,,,,,0.8814,,,,,0.9362,,,,0.9392
320,,,,,0.9048,,,,,,,,,,,,,0.9292,,,,,0.9048,,,,0.9336
321,,,,,0.9392,,,,,,,,,,,,,0.94,,,,,0.9262,,,,0.917
322,,,,,0.9386,,,,,,,,,,,,,0.9208,,,,,0.9412,,,,0.9082
323,,,,,0.93,,,,,,,,,,,,,0.901,,,,,0.9398,,,,0.935
324,,,,,0.9298,,,,,,,,,,,,,0.9114,,,,,0.922,,,,0.924
325,,,,,0.9382,,,,,,,,,,,,,0.9334,,,,,0.8992,,,,0.92
326,,,,,0.9364,,,,,,,,,,,,,0.931,,,,,0.9318,,,,0.9328
327,,,,,0.9462,,,,,,,,,,,,,0.933,,,,,0.896,,,,0.9354
328,,,,,0.9362,,,,,,,,,,,,,0.9362,,,,,0.9388,,,,0.936
329,,,,,0.9456,,,,,,,,,,,,,0.9338,,,,,0.9454,,,,0.9422
330,,,,,0.9376,,,,,,,,,,,,,0.939,,,,,0.9416,,,,0.9424
331,,,,,0.9346,,,,,,,,,,,,,0.9378,,,,,0.9502,,,,0.9386
332,,,,,0.9276,,,,,,,,,,,,,0.9266,,,,,0.9502,,,,0.9478
333,,,,,0.886,,,,,,,,,,,,,0.9324,,,,,0.946,,,,0.9456
334,,,,,0.9352,,,,,,,,,,,,,0.8922,,,,,0.9412,,,,0.945
335,,,,,0.944,,,,,,,,,,,,,0.9312,,,,,0.9522,,,,0.9096
336,,,,,0.9424,,,,,,,,,,,,,0.922,,,,,0.9458,,,,0.9462
337,,,,,0.9444,,,,,,,,,,,,,0.912,,,,,0.9408,,,,0.9386
338,,,,,0.9472,,,,,,,,,,,,,0.9264,,,,,0.9374,,,,0.919
339,,,,,0.9128,,,,,,,,,,,,,0.9276,,,,,0.9162,,,,0.942
340,,,,,0.9146,,,,,,,,,,,,,0.907,,,,,0.9282,,,,0.9324
341,,,,,0.9086,,,,,,,,,,,,,0.9336,,,,,0.9228,,,,0.9446
342,,,,,0.9132,,,,,,,,,,,,,0.9228,,,,,0.929,,,,0.9412
343,,,,,0.9398,,,,,,,,,,,,,0.9306,,,,,0.9378,,,,0.9424
344,,,,,0.9212,,,,,,,,,,,,,0.9134,,,,,0.9336,,,,0.9434
345,,,,,0.9332,,,,,,,,,,,,,0.9198,,,,,0.933,,,,0.9446
346,,,,,0.9202,,,,,,,,,,,,,0.937,,,,,0.9314,,,,0.9434
347,,,,,0.9158,,,,,,,,,,,,,0.9324,,,,,0.926,,,,0.9478
348,,,,,0.9048,,,,,,,,,,,,,0.9126,,,,,0.9414,,,,0.9486
349,,,,,0.9382,,,,,,,,,,,,,0.9386,,,,,0.9272,,,,0.9438
350,,,,,0.9416,,,,,,,,,,,,,0.9384,,,,,0.9466,,,,0.9438
351,,,,,0.9376,,,,,,,,,,,,,0.9328,,,,,0.9356,,,,0.9314
352,,,,,0.9484,,,,,,,,,,,,,0.9304,,,,,0.9364,,,,0.9108
353,,,,,0.946,,,,,,,,,,,,,0.9124,,,,,0.915,,,,0.9454
354,,,,,0.9384,,,,,,,,,,,,,0.9,,,,,0.9342,,,,0.9384
355,,,,,0.9384,,,,,,,,,,,,,0.895,,,,,0.9472,,,,0.8814
356,,,,,0.9504,,,,,,,,,,,,,0.9266,,,,,0.9358,,,,0.9508
357,,,,,0.9472,,,,,,,,,,,,,0.9468,,,,,0.9468,,,,0.9528
358,,,,,0.9438,,,,,,,,,,,,,0.9364,,,,,0.9456,,,,0.953
359,,,,,0.9464,,,,,,,,,,,,,0.9504,,,,,0.9448,,,,0.9536
360,,,,,0.9474,,,,,,,,,,,,,0.949,,,,,0.9418,,,,0.9548
361,,,,,0.9456,,,,,,,,,,,,,0.9496,,,,,0.9394,,,,0.9546
362,,,,,0.9456,,,,,,,,,,,,,0.9472,,,,,0.9358,,,,0.9554
363,,,,,0.9404,,,,,,,,,,,,,0.9462,,,,,0.932,,,,0.9512
364,,,,,0.9532,,,,,,,,,,,,,0.9424,,,,,0.9002,,,,0.943
365,,,,,0.9564,,,,,,,,,,,,,0.9248,,,,,0.931,,,,0.9386
366,,,,,0.9586,,,,,,,,,,,,,0.9268,,,,,0.934,,,,0.92
367,,,,,0.9574,,,,,,,,,,,,,0.911,,,,,0.9088,,,,0.9172
368,,,,,0.9574,,,,,,,,,,,,,0.92,,,,,0.9434,,,,0.9466
369,,,,,0.9492,,,,,,,,,,,,,0.9278,,,,,0.9402,,,,0.9424
370,,,,,0.9476,,,,,,,,,,,,,0.9294,,,,,0.9372,,,,0.949
371,,,,,0.9516,,,,,,,,,,,,,0.9084,,,,,0.9358,,,,0.9508
372,,,,,0.9382,,,,,,,,,,,,,0.9422,,,,,0.9378,,,,0.9244
373,,,,,0.9304,,,,,,,,,,,,,0.936,,,,,0.9274,,,,0.9386
374,,,,,0.8682,,,,,,,,,,,,,0.941,,,,,0.9408,,,,0.9552
375,,,,,0.8816,,,,,,,,,,,,,0.9384,,,,,0.9198,,,,0.9448
376,,,,,0.9252,,,,,,,,,,,,,0.9322,,,,,0.9292,,,,0.953
377,,,,,0.9374,,,,,,,,,,,,,0.9454,,,,,0.9198,,,,0.9532
378,,,,,0.9156,,,,,,,,,,,,,0.9418,,,,,0.883,,,,0.9544
379,,,,,0.9414,,,,,,,,,,,,,0.9256,,,,,0.8778,,,,0.9484
380,,,,,0.9446,,,,,,,,,,,,,0.9266,,,,,0.942,,,,0.945
381,,,,,0.935,,,,,,,,,,,,,0.9398,,,,,0.931,,,,0.9606
382,,,,,0.922,,,,,,,,,,,,,0.9444,,,,,0.9238,,,,0.9598
383,,,,,0.9276,,,,,,,,,,,,,0.9432,,,,,0.9456,,,,0.9538
384,,,,,0.9352,,,,,,,,,,,,,0.9428,,,,,0.948,,,,0.9476
385,,,,,0.9406,,,,,,,,,,,,,0.9488,,,,,0.946,,,,0.9548
386,,,,,0.9408,,,,,,,,,,,,,0.951,,,,,0.9454,,,,0.9586
387,,,,,0.9226,,,,,,,,,,,,,0.9334,,,,,0.9376,,,,0.9546
388,,,,,0.9494,,,,,,,,,,,,,0.9298,,,,,0.9298,,,,0.9596
389,,,,,0.9488,,,,,,,,,,,,,0.9518,,,,,0.9496,,,,0.9556
390,,,,,0.9486,,,,,,,,,,,,,0.9444,,,,,0.9466,,,,0.9472
391,,,,,0.9492,,,,,,,,,,,,,0.917,,,,,0.9446,,,,0.943
392,,,,,0.9488,,,,,,,,,,,,,0.8964,,,,,0.9522,,,,0.9358
393,,,,,0.9492,,,,,,,,,,,,,0.9208,,,,,0.949,,,,0.9438
394,,,,,0.9472,,,,,,,,,,,,,0.9314,,,,,0.9484,,,,0.939
395,,,,,0.9416,,,,,,,,,,,,,0.9524,,,,,0.9526,,,,0.955
396,,,,,0.9384,,,,,,,,,,,,,0.9408,,,,,0.9414,,,,0.951
397,,,,,0.9322,,,,,,,,,,,,,0.9402,,,,,0.9334,,,,0.9582
398,,,,,0.9448,,,,,,,,,,,,,0.9296,,,,,0.9218,,,,0.9582
399,,,,,0.9442,,,,,,,,,,,,,0.9546,,,,,0.9436,,,,0.9568
