,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,10.222532510757446,9.318568348884584,11.172122240066528,12.823121905326843,11.978953838348389,16.456159353256226,12.185898900032043,14.802245616912842,10.970750451087952,15.756256818771362,9.353435039520264,9.23127508163452,13.995012402534485,14.857303142547607,8.819048762321472,13.17689609527588,9.77129340171814,11.129706740379332,11.135063886642456,8.88281500339508,12.400822043418884,9.305039882659912,17.560883045196533,18.921180248260494,10.965891242027284,14.507429003715515,16.82455801963806,12.517929196357729,10.77883803844452,11.867872714996338,10.075298070907593,12.19568371772766,10.392749905586244,18.214354038238525,17.316079139709473,10.561492562294006,15.514443397521973,8.87891149520874,13.6015784740448,11.492533206939695,16.865236282348633,9.147143244743347,12.070303320884705,18.48467779159546,10.785319805145264,13.319403290748596,14.329437851905825,9.467350959777832,7.759578466415405,9.404596090316772,8.811450481414795
1,8.362366437911987,6.659049451351166,6.947875082492828,8.680617213249207,7.873439908027649,7.877837181091309,6.843785583972931,8.817769527435303,7.163893640041351,8.521477818489075,7.044406592845917,6.468058407306671,7.358319163322449,8.760575294494629,7.945335388183594,8.612841010093689,8.359114289283752,8.332038640975952,6.183727025985718,7.777664065361023,7.633487582206726,6.524837672710419,8.15300989151001,9.691341400146484,8.497444868087769,9.616807341575624,7.547808408737183,7.68224573135376,8.496430039405823,9.25855553150177,6.8264158964157104,7.735578060150146,6.733026683330536,9.909542083740234,6.609908163547516,6.297110319137573,8.112532615661621,10.3986177444458,7.738301992416382,7.947006344795227,6.907271921634674,6.991297423839569,8.371795773506165,8.380774736404419,7.068262159824371,7.207530379295349,6.652835011482239,9.588078022003174,8.316670536994934,7.343861520290375,7.081471025943756
2,7.185402035713196,5.699442982673645,6.4338538646698,8.065086364746094,6.819897949695587,7.967382073402405,6.161059141159058,8.273770928382874,7.067767560482025,6.949483275413513,6.317187070846558,6.599659621715546,7.086224257946014,6.757586121559143,8.407188653945923,8.46775209903717,7.440644800662994,8.428266644477844,5.951674699783325,8.149499416351318,7.987285375595093,6.46837717294693,6.764140129089356,9.007362604141235,8.580277800559998,8.921406388282776,8.33724069595337,7.25423789024353,7.942885637283325,7.218825161457062,6.032666563987732,7.644141376018524,6.4666367173194885,8.99552607536316,6.15282279253006,6.293908536434174,8.146647930145264,8.640079498291016,7.284561216831207,8.054516911506653,6.99657416343689,6.146174371242523,8.25897741317749,7.68455171585083,6.9147008061409,7.164320468902588,5.805861949920654,8.022306561470032,8.257403016090393,5.756964027881622,6.92883026599884
3,7.742894530296326,5.64703893661499,6.481839954853058,6.776676297187805,6.854435503482819,7.088951349258423,5.809443712234497,7.212860882282257,6.428007781505585,6.813447535037994,6.303121626377106,6.827106893062592,7.276771187782288,6.105809688568115,7.1738152503967285,8.517916917800903,7.314795613288879,7.948477387428284,5.409019112586975,8.69743263721466,8.021184086799622,6.017002105712891,6.45841771364212,8.933123350143433,9.029779314994812,9.528289437294006,8.076462745666504,6.622892320156097,7.888522267341614,6.657440423965454,6.277682900428772,7.683689057826996,6.657788097858429,9.484840154647827,6.0897411704063416,5.334891676902771,7.27344024181366,7.117327928543091,7.016418516635895,7.133443534374237,6.883350431919098,6.322117626667023,6.483636438846588,6.724182784557343,6.9273746609687805,7.218018591403961,6.065540850162506,7.773801565170288,7.202018320560455,5.598515272140503,6.533930122852325
4,6.093674659729004,5.623518884181976,5.685397803783417,6.614242613315582,6.980267107486725,7.1099570989608765,5.809834837913513,6.138013601303101,6.2825967669487,6.96108466386795,6.271863400936127,6.552111506462097,7.387862682342529,6.105555057525635,6.447163283824921,6.858450829982758,6.013789355754852,8.14077615737915,5.409146130084992,7.055586814880371,7.460479497909546,5.534897744655609,6.497324705123901,7.701378703117371,9.736839771270752,6.789448440074921,8.351147890090942,6.761873483657837,8.746828436851501,6.736914813518524,5.783414542675018,8.06020724773407,6.506001710891724,7.5638251304626465,5.791047096252441,5.219518482685089,6.613669753074646,7.195695281028748,5.666681408882141,5.666802942752838,6.993119835853577,6.47798627614975,5.9250611662864685,6.812898814678192,6.448632836341858,7.145027339458466,5.15962940454483,7.591777265071869,5.646016776561737,5.614460051059723,7.289781928062439
5,6.118474245071411,6.139904201030731,5.966945350170136,7.149100303649902,7.147573888301849,6.789427757263184,5.323505938053131,6.256540536880493,6.427622675895691,6.446979105472565,6.391698658466339,5.745945334434509,8.276223540306091,5.60439270734787,6.36260998249054,6.185343503952026,5.926490545272827,7.806695818901062,5.450006663799286,7.422324359416962,7.277177214622498,5.5818265080451965,5.298649549484253,6.857473134994507,8.336413025856018,6.16163045167923,6.651314675807953,6.90813672542572,7.840811491012573,5.513572216033936,5.668708741664887,8.060210824012756,6.5671544671058655,6.92553973197937,5.1967193484306335,5.320388734340668,6.248523354530335,7.219390988349914,5.62716817855835,5.287111759185791,6.714740633964539,6.060209035873413,5.710909187793732,6.176868557929993,6.578319847583771,5.847644090652466,5.16874623298645,6.646493494510651,5.245317041873932,5.766275525093079,7.259611904621124
6,6.157325029373169,6.351559281349182,6.286341845989227,7.363837480545044,6.617887496948242,6.861556351184845,5.307296276092529,5.570371329784393,5.785187542438507,6.551908671855927,7.515272736549377,5.6006680727005005,8.322966933250427,5.678204596042633,5.571941435337067,5.827641189098358,5.674579679965973,6.5165762305259705,5.509303092956543,7.092731237411499,6.869832694530487,5.675862610340118,4.968415021896362,5.607603371143341,7.657362520694733,6.229785621166229,6.772177696228027,7.040659964084625,7.213533341884613,5.610618233680725,6.072098076343536,8.320565462112427,4.89668744802475,7.37332284450531,5.202641844749451,4.116138935089111,6.5385167598724365,7.595480680465698,5.284177005290985,5.018428444862366,6.959129095077515,5.914102673530579,5.304792821407318,5.9916000962257385,6.4697864055633545,6.35207998752594,5.186824440956116,6.934958040714264,5.113132119178772,5.720666289329529,7.570956170558929
7,5.941062688827515,5.361265897750855,5.437942087650299,4.071182310581207,6.288530051708221,6.806298136711121,5.365117490291596,5.5751758217811584,6.038295567035675,6.665558636188507,5.877029180526733,5.616118788719177,8.636715650558472,5.469777822494507,5.11400979757309,5.934517860412598,5.941277921199799,6.716309368610382,5.632846176624298,6.475182950496674,6.691285908222199,6.077390372753143,5.057971477508545,5.49669349193573,7.142793655395508,6.041330873966217,5.955573976039887,7.224320828914642,7.391059100627899,5.699726164340973,6.355952799320221,8.030431270599365,4.559196472167969,6.197609305381775,5.016303181648254,4.045146465301514,6.241100549697876,7.756125450134277,5.2609129548072815,5.112728238105774,6.594793677330017,6.099814176559448,5.268464505672455,6.07660973072052,6.6059410572052,5.872776627540588,4.667456567287445,6.985035121440888,4.9212945103645325,5.665898680686951,7.34386670589447
8,6.075028121471405,5.288493454456329,5.176548600196838,4.07501494884491,6.554941654205322,6.443657159805298,4.872681617736816,4.974147856235504,6.184758901596069,6.12628573179245,5.566362857818604,5.666994512081146,8.93498432636261,5.658679902553558,5.14723551273346,5.367283940315247,5.592883169651032,6.343235790729523,5.524387240409851,5.656257510185242,6.556928396224976,6.247031271457672,5.106015741825104,5.40824818611145,8.15239942073822,5.366360545158386,5.976022005081177,7.388292014598846,7.270786166191101,5.975258767604828,6.492716729640961,8.19833767414093,4.643590986728668,6.245125949382782,4.906249642372131,4.044093191623688,5.936645865440369,5.81167608499527,4.961733281612396,4.634556472301483,6.38156670331955,5.998718202114105,5.291508197784424,6.289861738681793,6.725359499454498,5.878739714622498,4.853308081626892,6.510848522186279,4.599941551685333,5.809160947799683,6.397468388080597
9,5.678139865398407,5.348610937595367,4.824791729450226,4.111181914806366,6.111974000930786,6.293984115123749,4.757003128528595,4.977833986282349,5.64880895614624,6.171621918678284,5.63272088766098,5.078797221183777,9.201916813850405,4.804709374904633,4.966314077377319,5.308201849460602,5.673783481121063,6.455906927585602,5.587692558765411,5.640148401260376,6.7078200578689575,6.786648273468018,5.5939271450042725,5.382563948631287,7.566312670707703,5.27033531665802,6.014897584915161,7.465781569480896,5.462806165218353,5.791790723800659,5.181020259857178,7.941755831241608,4.611460208892822,6.786874055862427,4.953550100326538,4.0650954246521,5.81472909450531,5.480587065219879,4.815334498882294,4.7051098346710205,5.375625014305115,6.1807079911232,5.364329993724823,6.4464191198349,6.5548858642578125,5.309426188468933,4.917934596538544,6.751163601875305,4.584585249423981,4.978953361511231,6.174922287464142
