,0,1,2,3,4,5
0,0.6392152905464172,0.6330798864364624,0.6638447046279907,0.6075907945632935,0.6655052900314331,0.6651630401611328
1,0.1621458828449249,0.2444606572389602,0.2667256891727447,0.1770431995391845,0.3723480403423309,0.2164439707994461
2,0.0618154816329479,0.0926542058587074,0.0906933546066284,0.149262860417366,0.1487448066473007,0.1134992092847824
3,0.0471735149621963,0.075142040848732,0.0804921612143516,0.1560969799757003,0.1104602590203285,0.1199588924646377
4,0.0431454442441463,0.073286697268486,0.0860267430543899,0.1739669293165207,0.1106753572821617,0.1386253535747528
5,0.0431195423007011,0.0726765766739845,0.0905266031622886,0.2255180329084396,0.1147566214203834,0.1624830663204193
6,0.0451236739754676,0.0715090632438659,0.0947277173399925,0.2427915334701538,0.1182619705796241,0.1471694260835647
7,0.0441277809441089,0.0732696428894996,0.1009062081575393,0.2607148885726928,0.1265265792608261,0.1598214954137802
8,0.0442621484398841,0.0744016170501709,0.1075827851891517,0.2108751833438873,0.1344270408153534,0.169516310095787
9,0.0446068793535232,0.0742798000574112,0.1132153049111366,0.1497657150030136,0.137109488248825,0.1770400255918502
10,0.0468625575304031,0.0728071853518486,0.1185340881347656,0.1414036005735397,0.1406729519367218,0.1831744462251663
11,0.0470435619354248,0.0732952281832695,0.1454595178365707,0.1453027129173278,0.1447381675243377,0.1891492903232574
12,0.0452786907553672,0.0735033079981803,0.1546221822500229,0.1510550081729889,0.1483682841062545,0.1968473494052887
13,0.0459851883351802,0.0749420449137687,0.1614570319652557,0.1649324595928192,0.1517684161663055,0.2015720158815384
14,0.0478875562548637,0.0737311542034149,0.1720670163631439,0.1800365895032882,0.1549302339553833,0.2155128270387649
15,0.0548896268010139,0.0784831419587135,0.1773088574409485,0.194268137216568,0.1624775528907776,0.2144068777561187
16,0.0490849316120147,0.0873084142804145,0.1821925044059753,0.2119591981172561,0.1585779041051864,0.2191514074802398
17,0.0483550615608692,0.0859073102474212,0.1869319379329681,0.2209866344928741,0.1640961468219757,0.2186043560504913
18,0.0428167507052421,0.0841247960925102,0.2535161077976227,0.2318576127290725,0.1678549200296402,0.2249019145965576
19,0.046390350908041,0.0860133543610572,0.2564623057842254,0.2446662932634353,0.1743916720151901,0.2213507890701294
20,0.0493659041821956,0.0599813535809516,0.272826075553894,0.2599456012248993,0.176491692662239,0.2342659682035446
21,0.050518948584795,0.0605565011501312,0.2762369513511657,0.2653130888938904,0.1803891956806183,0.2336508929729461
22,0.0542193725705146,0.0629128888249397,0.2959365844726562,0.27408567070961,0.1848983019590377,0.2396690547466278
23,0.0558802783489227,0.0688522905111312,0.3099717497825622,0.2792998254299164,0.1872295290231704,0.2422103881835937
24,0.0534957833588123,0.0596968047320842,0.3303628861904144,0.2899127602577209,0.1906575262546539,0.2435379028320312
25,0.0548778399825096,0.0671444311738014,0.3359885811805725,0.3058929145336151,0.1944122612476349,0.2500464618206024
26,0.0551256239414215,0.0621313229203224,0.3429199159145355,0.310307115316391,0.1971961855888366,0.2451124489307403
27,0.0575552470982074,0.0628184527158737,0.3575379848480224,0.3185046315193176,0.2002815008163452,0.2579873502254486
28,0.0571407079696655,0.0597379803657531,0.3667357861995697,0.3214601278305053,0.2049646824598312,0.2470940798521042
29,0.0514394640922546,0.0674646869301796,0.3707177937030792,0.3281231522560119,0.2067494392395019,0.2579205632209778
30,0.0496845170855522,0.0733564645051956,0.3892194628715515,0.330713540315628,0.2099311351776123,0.1026737689971923
31,0.0499083139002323,0.0673005580902099,0.3914533853530884,0.3494331240653991,0.2120142430067062,0.1110824942588806
32,0.0541395172476768,0.0657319650053978,0.4020133018493652,0.3525959849357605,0.2142012119293213,0.1073269471526146
33,0.0504698231816291,0.0726824477314949,0.409916877746582,0.3567805290222168,0.2154765427112579,0.1100189238786697
34,0.0519150123000144,0.0683809891343116,0.4046596586704254,0.3584268689155578,0.2190071642398834,0.1113203167915344
35,0.0523547232151031,0.0837408974766731,0.4058776795864105,0.3659530878067016,0.221090629696846,0.1298620253801345
36,0.0548349842429161,0.0725788623094558,0.4076174199581146,0.3680746853351593,0.2239501923322677,0.1438409239053726
37,0.0519511513411998,0.075955793261528,0.4137044847011566,0.3737216591835022,0.2263313829898834,0.149268701672554
38,0.0489027015864849,0.0749495178461074,0.4165616631507873,0.3945719003677368,0.2269330769777298,0.1604325473308563
39,0.0404417961835861,0.0842247977852821,0.4205474257469177,0.3931743204593658,0.2291538715362548,0.166861355304718
40,0.0421401932835578,0.0843228325247764,0.4211940169334411,0.4092491567134857,0.2328853160142898,0.1923221498727798
41,0.0433738976716995,0.0709284022450447,0.4226476550102234,0.4121206700801849,0.2345500439405441,0.1990416347980499
42,0.0403347387909889,0.0885052904486656,0.4273090362548828,0.4099457859992981,0.1246642842888832,0.2099687606096267
43,0.0384833589196205,0.0676765367388725,0.4312902390956878,0.408790111541748,0.1310097575187683,0.2950888872146606
44,0.0329813435673713,0.0811397284269332,0.4386443495750427,0.4257653355598449,0.1482695043087005,0.3096650242805481
45,0.0292418301105499,0.082637183368206,0.4438064098358154,0.3174891471862793,0.1509106308221817,0.374058723449707
46,0.0266037322580814,0.0873607918620109,0.4495623707771301,0.3211843371391296,0.0901569500565528,0.4270709156990051
47,0.0251273550093173,0.0850985795259475,0.4542222917079925,0.3244701325893402,0.0901653692126274,0.4747787415981293
48,0.0233721118420362,0.0911423936486244,0.204042762517929,0.3278184533119201,0.0851237848401069,0.5217410326004028
49,0.0214455313980579,0.093429610133171,0.210904449224472,0.331730842590332,0.0843616873025894,0.5615134835243225
50,0.0180387981235981,0.0893153548240661,0.2129733115434646,0.3356139063835144,0.0893461257219314,0.5983087420463562
51,0.0196686759591102,0.0915040001273155,0.2169685661792755,0.3394190669059753,0.0845053046941757,0.6212557554244995
52,0.0167152434587478,0.0923274010419845,0.2199352532625198,0.3425767123699188,0.082377091050148,0.656397819519043
53,0.0167199894785881,0.0930171385407447,0.2233054637908935,0.3460930585861206,0.0820530131459236,0.6980808973312378
54,0.0154158547520637,0.094657227396965,0.2266522645950317,0.3777454495429992,0.0819358751177787,0.7332230806350708
55,0.0150157008320093,0.1024307832121849,0.2359286248683929,0.3816478550434112,0.0805293247103691,0.7810518145561218
56,0.0142721580341458,0.0961169749498367,0.2348399460315704,0.3850164711475372,0.082587257027626,0.8108952641487122
57,0.0151597633957862,0.0982032865285873,0.2376416623592376,0.3845066428184509,0.0834310501813888,0.8527693748474121
58,0.0141420383006334,0.1082762479782104,0.238062709569931,0.3869690895080566,0.0846000611782074,0.896713137626648
59,0.009777883067727,0.1124287024140358,0.2412497252225875,0.3911552131175995,0.0748270899057388,0.8890795707702637
60,0.0110282832756638,0.1177516356110572,0.2461566925048828,0.3984403014183044,0.0763015896081924,0.9122783541679382
