,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.8864687085151672,0.7431783080101013,0.8890602588653564,0.9419576525688172,0.7904531955718994,0.7623580098152161,1.05020010471344,0.6327502131462097,0.8057758212089539,0.8456542491912842,0.697303295135498,0.8047425746917725,0.7504215240478516,0.7285442352294922,0.7338422536849976,0.7321215867996216,0.6993354558944702,0.6966138482093811,0.8282827138900757,0.7385917901992798,0.7879607677459717,1.1864553689956665,0.6629555225372314,0.7364003658294678,0.6886722445487976,0.6600146293640137,0.8244470357894897,0.7131710052490234,0.7452539205551147,0.730492353439331,0.627469539642334,0.745160698890686,0.6979877352714539,0.8589704632759094,0.6581157445907593,0.8137120604515076,0.7172830104827881,0.8570777773857117,0.7358027100563049,0.7307651042938232,0.6265098452568054,0.7619658708572388,0.9463838338851928,0.6431320309638977,0.7116658687591553,0.7590882182121277,0.733039915561676,0.827514111995697,0.7927447557449341,0.8805951476097107,0.7044391632080078,1.0090421438217163,0.9413949847221376,0.7108036279678345,1.1819980144500732,1.022178292274475,0.7279214262962341,0.8740180730819702,0.9769572615623474,1.0609567165374756,0.7734062075614929,0.9477110505104064,0.9336751699447632,0.708245038986206,0.9261801838874816,0.9964426159858704,1.0222432613372805,0.6109899878501892,0.7096688151359558,1.0684727430343628,0.7541925311088562,0.8615968227386475,0.8432689905166626,0.8852725028991699,1.0418027639389038,0.977133572101593,1.1217710971832275,0.5772103667259216,1.1683051586151123,0.8933621048927307,0.6473212242126465,1.3358074426651,0.7900915741920471,0.573631763458252,0.705915093421936,0.9991000294685364,0.9083943367004396,0.95806884765625,0.8221203684806824,0.7956010699272156,0.9893800616264344,1.2495348453521729,0.9872949719429016,0.9327885508537292,1.03468656539917,0.9101718068122864,1.2563531398773191,0.7682233452796936,0.9236617088317872,1.056804060935974,0.7587606906890869,0.7569583654403687,0.889631986618042,0.6908000707626343,0.6897746324539185,1.17512309551239,0.8427061438560486,0.971692144870758,0.7246988415718079
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1.126184105873108,0.8558889627456665,1.098283052444458,1.1699671745300293,1.085317850112915,0.9729810357093812,0.9936670660972596,0.8908023834228516,0.906832754611969,1.242565035820007,0.8353607058525085,0.939354419708252,0.8590943813323975,1.0168087482452393,0.922809600830078,0.8780805468559265,0.8794817924499512,0.6772301197052002,1.101847767829895,0.6486390829086304,0.8083683848381042,1.3344992399215698,0.9294594526290894,0.7934515476226807,0.9648897647857666,0.732043445110321,1.1148868799209597,0.9259790182113647,0.8743535876274109,1.131469964981079,0.725575864315033,1.0237618684768677,0.8479954600334167,1.0034375190734863,0.9140052795410156,0.9295855164527892,0.8868821859359741,1.1404682397842407,0.600171685218811,0.8915225267410278,0.7470357418060303,0.8400845527648926,0.79155433177948,0.7741661071777344,0.7577292919158936,1.015308499336243,0.8368121981620789,0.9433057904243468,0.8004599213600159,1.099584698677063,0.9463388919830322,1.2548812627792358,1.1903611421585083,1.030052661895752,1.016862154006958,1.114505648612976,0.8667596578598022,0.8690781593322754,1.2206416130065918,1.0206589698791504,0.8248232007026672,0.8476044535636902,1.1251858472824097,0.9383313059806824,0.9270695447921752,0.8673169016838074,1.0107630491256714,0.8486328125,0.7645156383514404,1.0826410055160522,0.9006843566894531,0.8351420760154724,0.7647805213928223,0.8656144142150879,0.9684415459632874,1.3222073316574097,1.1590861082077026,0.5766907334327698,0.9739829897880554,1.089859127998352,0.8576170206069946,0.9762975573539734,0.916881501674652,0.7832778096199036,0.660889744758606,1.373510718345642,0.955588698387146,1.1994901895523071,0.9769566059112548,0.8451387286186218,1.1337151527404783,1.3267271518707275,0.999161660671234,0.965891659259796,1.1682229042053225,1.0914275646209717,1.3640315532684326,0.8796938061714172,0.9822680950164796,1.118177890777588,0.8616728782653809,0.7719131708145142,1.0146479606628418,1.1099423170089722,0.7876551747322083,0.9951831102371216,0.9673603773117064,0.7686154246330261,0.8705398440361023
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1.294185757637024,1.0142490863800049,1.2939993143081665,0.9501135349273682,1.17559015750885,1.0879011154174805,1.2278996706008911,1.099373698234558,0.8596844673156738,0.9865453839302064,0.9425973296165466,0.9377882480621338,0.8994768261909485,1.320789456367493,1.079443097114563,0.93787282705307,1.1342753171920776,0.8110119700431824,0.9852535128593444,0.7516233921051025,1.1131110191345217,1.384055733680725,1.131603717803955,0.8624842166900635,0.9262387156486512,0.6495122313499451,1.058403253555298,1.0255411863327026,0.9865409731864928,1.437159538269043,0.8500458002090454,1.2018053531646729,1.0289627313613892,1.0974103212356567,1.1307142972946167,1.2319278717041016,0.9116210341453552,1.1379883289337158,0.7159037590026855,0.8688343167304993,0.8410176634788513,1.0171465873718262,0.8324880003929138,0.8940849900245667,0.8950942158699036,0.8476366996765137,0.9385485649108888,1.0536727905273438,1.0061702728271484,1.376501441001892,1.1696525812149048,1.1731340885162354,1.107826590538025,0.9426652789115906,0.982505202293396,1.2060314416885376,0.7208428978919983,0.7452923655509949,1.1585915088653564,0.7877503037452698,0.9134420156478882,0.7719753980636597,1.002362608909607,0.8173019886016846,0.978495180606842,0.7262400984764099,1.0396441221237185,0.9884785413742064,0.7366052269935608,0.7634829878807068,0.8213441967964172,0.88901686668396,0.7361104488372803,1.0368387699127195,0.7844715118408203,1.1794196367263794,1.0878688097000122,0.5675791501998901,0.9648555517196656,1.1255143880844116,0.7821933627128601,0.8428311347961426,1.0205638408660889,0.8492559790611267,0.5561125874519348,1.5665584802627563,1.0092551708221436,1.110683798789978,1.0982612371444702,0.857180118560791,1.1608600616455078,1.2158687114715576,0.9992550611495972,1.005126953125,1.0069522857666016,0.8330707550048828,1.6828373670578003,0.938037931919098,1.1093697547912598,0.9007563591003418,0.955177903175354,0.8797218799591064,0.991797924041748,1.0974102020263672,0.7791473865509033,0.9833265542984008,1.0364866256713867,0.7591613531112671,0.9662399291992188
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1.2792338132858276,1.065727710723877,1.3737175464630127,0.977810800075531,1.1751666069030762,1.164886474609375,0.9600980877876282,1.228811740875244,0.9471915364265442,1.0206632614135742,0.9742867350578308,0.9181306958198548,1.056149959564209,1.5234358310699463,1.3040342330932615,1.0268609523773191,1.2231334447860718,0.9645665884017944,1.2378923892974854,0.8945530652999878,1.1152026653289795,1.4642558097839355,0.9343841671943665,0.8945905566215515,1.0735396146774292,0.6357771158218384,1.1672471761703491,0.959969401359558,1.0829436779022217,1.5669506788253784,1.0227901935577393,1.378494381904602,1.0660380125045776,1.1812771558761597,1.3400760889053345,1.1875896453857422,0.9537059664726256,1.408865451812744,0.8073139190673828,0.9108895659446716,1.017704963684082,1.1794226169586182,0.883025050163269,0.9546619653701782,0.8895329236984253,0.7812482714653015,1.0993437767028809,1.1425752639770508,1.200026273727417,1.105565905570984,1.0722123384475708,1.201202154159546,1.1144593954086304,1.143837332725525,1.161696195602417,1.3428059816360474,0.6435903310775757,0.6247888207435608,1.1900107860565186,0.9079254269599916,0.8809221386909485,0.7642337679862976,0.9345346093177797,0.9812220931053162,0.9103434085845948,0.7191619277000427,1.0070016384124756,0.8691266775131226,0.7679374814033508,0.8981543779373169,0.9771155714988708,0.723461925983429,0.5895915031433105,1.0207871198654177,0.8824650645256042,1.0579986572265625,1.112804651260376,0.6492827534675598,1.0624165534973145,0.854239284992218,0.724863588809967,0.8426516652107239,0.7865050435066223,0.8749287128448486,0.6483244299888611,1.4644359350204468,1.1021606922149658,1.0515892505645752,1.0116569995880127,0.9475082159042358,1.3242123126983645,1.1242824792861938,0.9215016961097716,1.155375838279724,0.7371535301208496,0.841183066368103,1.4501107931137085,0.772113025188446,1.2188961505889893,0.9217566847801208,1.161147117614746,0.7427217364311218,0.8030951619148254,0.9623401165008544,0.9440736174583436,1.185043454170227,1.1205860376358032,0.7549572587013245,0.8628938794136047
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
