,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.9631428571428572,0.961,0.9602857142857144,0.964,0.9622857142857144,0.9631428571428572,0.9657142857142856,0.9642857142857144,0.9624285714285714,0.9625714285714284,0.9631428571428572,0.9632857142857144,0.961,0.9641428571428572,0.9648571428571427
