,1
0,32.36201286315918
1,27.85878348350525
2,25.270222902297974
3,10.020987510681152
4,10.216776728630066
5,8.97285270690918
6,8.273192644119263
7,7.905247926712036
8,11.134114742279053
9,7.901944041252136
10,8.854342818260193
11,8.997119188308716
12,8.899650931358337
13,10.185557007789612
14,9.357781529426575
15,9.433263897895813
16,9.491979718208313
17,11.610867023468018
18,7.561674118041992
19,7.964096426963806
20,8.031124949455261
21,7.467474818229675
22,6.879254579544067
23,6.774323046207428
24,6.709096968173981
25,7.063838958740234
26,5.326678276062012
27,6.017312705516815
28,5.537980139255524
29,5.135743021965027
30,5.332493185997009
31,5.62261575460434
32,4.590096950531006
33,4.8068870306015015
34,4.684988796710968
35,4.620454549789429
36,4.884478509426117
37,4.973194777965546
38,4.931838572025299
39,5.208112895488739
40,5.064880311489105
41,4.947093605995178
42,4.421647608280182
43,4.681572735309601
44,4.845038294792175
45,6.5754194259643555
46,4.981214702129364
47,5.230531394481659
48,5.682051956653595
49,5.8401601910591125
50,6.069424390792847
51,6.138970851898193
52,5.396677494049072
53,6.372742712497711
54,8.440173029899597
55,4.151995062828064
56,4.439994990825653
57,4.556410253047943
58,4.898852109909058
59,5.002306938171387
60,5.062853634357452
61,5.957901835441589
62,4.523092746734619
63,4.321719944477081
64,4.332718670368195
65,4.296522676944733
66,4.333193480968475
67,4.268950402736664
68,4.1588879227638245
69,4.147205293178558
70,4.022866874933243
71,4.0022581815719604
72,3.955627530813217
73,3.7750518918037415
74,3.70705708861351
75,3.628897964954376
76,3.4323417246341705
77,3.5148362517356873
78,3.5806571543216705
79,3.5850220024585724
80,3.6122609972953796
81,3.6010236144065857
82,3.4734145402908325
83,3.5976698994636536
84,4.196024000644684
85,7.514290153980255
86,3.2409388422966003
87,3.3509243726730347
88,3.372474253177643
89,3.516833394765854
90,3.6189906299114227
91,3.6845004558563232
92,3.8076429963111877
93,3.847621828317642
94,3.953238368034363
95,3.7127761244773865
96,3.7746216356754303
97,4.174989879131317
98,3.8827973306179047
99,3.873350650072098
100,3.59960213303566
101,3.804523766040802
102,3.8285361528396606
103,3.5456628799438477
104,3.553503781557083
105,3.767808347940445
106,3.4475124776363373
107,3.473801851272583
108,3.3725521564483643
109,3.3278330862522125
110,3.34960800409317
111,3.2947743833065033
112,3.2931799590587616
113,3.3717021346092224
114,3.545774668455124
115,3.309255450963974
116,3.6111393570899963
117,4.23914897441864
118,3.628483384847641
119,3.491234630346298
120,3.2595650255680084
121,3.350343734025955
122,3.043387681245804
123,3.065917819738388
124,2.967948228120804
125,3.053697019815445
