,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,0.52,0.52,0.48,0.4827586206896552,0.52,0.52,0.48,0.52,0.48,0.52,0.52,0.4804597701149425,0.4804597701149425,0.52,0.52,0.5209195402298851,0.52,0.52,0.48,0.48,0.48,0.48,0.48,0.52,0.5443678160919541,0.4868965517241379,0.52,0.5825287356321839,0.52,0.48,0.5186206896551724,0.52,0.48,0.4901149425287356,0.48,0.52,0.52,0.52,0.48,0.52,0.4804597701149425,0.5029885057471264,0.52,0.48
1,0.52,0.52,0.48,0.52,0.52,0.52,0.48,0.52,0.48,0.52,0.52,0.52,0.52,0.52,0.5402298850574713,0.52,0.52,0.4960919540229885,0.48,0.48,0.48,0.52,0.5995402298850575,0.519080459770115,0.4919540229885057,0.4827586206896552,0.52,0.5310344827586206,0.52,0.48,0.52,0.5085057471264368,0.48,0.52,0.48,0.52,0.52,0.52,0.48,0.48,0.48,0.4832183908045977,0.48,0.4855172413793103
2,0.52,0.52,0.48,0.6285057471264368,0.52,0.52,0.6340229885057471,0.52,0.48,0.52,0.52,0.52,0.52,0.52,0.4910344827586207,0.52,0.52,0.4919540229885057,0.48,0.48,0.48,0.52,0.5737931034482758,0.5186206896551724,0.48,0.480919540229885,0.52,0.48,0.52,0.48,0.52,0.487816091954023,0.5494252873563218,0.5802298850574713,0.4818390804597701,0.52,0.52,0.52,0.48,0.48,0.48,0.48,0.48,0.5052873563218391
3,0.52,0.52,0.4694252873563218,0.6349425287356322,0.52,0.48,0.7062068965517241,0.52,0.48,0.52,0.52,0.52,0.52,0.52,0.48,0.52,0.5889655172413794,0.4818390804597701,0.48,0.48,0.48,0.52,0.6022988505747127,0.5172413793103449,0.48,0.4804597701149425,0.52,0.48,0.52,0.48,0.52,0.48,0.5420689655172414,0.5783908045977012,0.5131034482758621,0.52,0.52,0.52,0.48,0.48,0.48,0.48,0.48,0.5195402298850574
4,0.52,0.52,0.52,0.6413793103448275,0.52,0.48,0.7071264367816092,0.52,0.48,0.52,0.52,0.52,0.52,0.52,0.48,0.52,0.5954022988505747,0.5618390804597702,0.48,0.48,0.48,0.52,0.6496551724137931,0.5494252873563218,0.48,0.48,0.52,0.48,0.52,0.48,0.52,0.4804597701149425,0.5388505747126436,0.577471264367816,0.5204597701149425,0.52,0.6275862068965518,0.52,0.6358620689655172,0.48,0.48,0.48,0.6372413793103449,0.52
5,0.52,0.52,0.52,0.6450574712643679,0.52,0.48,0.7177011494252874,0.52,0.48,0.52,0.52,0.52,0.52,0.52,0.48,0.52,0.6105747126436781,0.5508045977011494,0.48,0.48,0.48,0.52,0.646896551724138,0.5020689655172413,0.5448275862068965,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.5558620689655173,0.5783908045977012,0.52,0.52,0.6367816091954023,0.542528735632184,0.6395402298850574,0.48,0.48,0.48,0.6473563218390804,0.52
6,0.52,0.52,0.52,0.6450574712643679,0.52,0.4804597701149425,0.7241379310344828,0.52,0.48,0.52,0.52,0.52,0.52,0.52,0.48,0.52,0.6137931034482759,0.5452873563218391,0.48,0.48,0.48,0.52,0.6372413793103449,0.48,0.6482758620689655,0.48,0.52,0.48,0.52,0.48,0.52,0.48,0.5622988505747126,0.5898850574712644,0.52,0.52,0.6340229885057471,0.6105747126436781,0.6445977011494253,0.48,0.48,0.48,0.6482758620689655,0.52
7,0.52,0.52,0.52,0.6459770114942529,0.52,0.48,0.7213793103448276,0.52,0.48,0.52,0.52,0.52,0.52,0.52,0.48,0.52,0.6174712643678161,0.6252873563218391,0.48,0.5531034482758621,0.48,0.52,0.6354022988505748,0.48,0.6491954022988505,0.48,0.52,0.48,0.52,0.48,0.52,0.5241379310344828,0.5820689655172414,0.5972413793103448,0.52,0.52,0.632183908045977,0.6105747126436781,0.6354022988505748,0.48,0.48,0.48,0.6422988505747127,0.52
8,0.52,0.52,0.52,0.6455172413793103,0.52,0.6280459770114942,0.7163218390804598,0.52,0.48,0.52,0.5195402298850574,0.52,0.52,0.52,0.48,0.52,0.6206896551724138,0.6275862068965518,0.48,0.6202298850574712,0.48,0.52,0.6340229885057471,0.48,0.6487356321839081,0.48,0.52,0.48,0.52,0.48,0.52,0.6082758620689656,0.5963218390804598,0.5963218390804598,0.52,0.52,0.64,0.6202298850574712,0.6445977011494253,0.48,0.48,0.48,0.6473563218390804,0.52
9,0.52,0.52,0.52,0.6514942528735632,0.52,0.6280459770114942,0.7085057471264368,0.52,0.48,0.52,0.5075862068965518,0.52,0.52,0.52,0.5636781609195403,0.52,0.6216091954022989,0.6285057471264368,0.48,0.6225287356321839,0.48,0.52,0.6381609195402299,0.48,0.646896551724138,0.48,0.52,0.48,0.52,0.48,0.52,0.608735632183908,0.592183908045977,0.6004597701149426,0.52,0.52,0.6450574712643679,0.6216091954022989,0.6487356321839081,0.48,0.48,0.48,0.6514942528735632,0.52
10,0.52,0.52,0.52,0.655632183908046,0.52,0.6317241379310344,0.7075862068965517,0.52,0.48,0.6841379310344827,0.4845977011494253,0.52,0.52,0.52,0.5825287356321839,0.52,0.6225287356321839,0.6266666666666667,0.48,0.6377011494252873,0.6068965517241379,0.5604597701149425,0.632183908045977,0.48,0.6510344827586206,0.48,0.52,0.48,0.52,0.48,0.52,0.6220689655172413,0.5963218390804598,0.5990804597701149,0.52,0.52,0.6501149425287356,0.6197701149425288,0.6455172413793103,0.647816091954023,0.48,0.48,0.6496551724137931,0.52
11,0.52,0.5452873563218391,0.52,0.654712643678161,0.52,0.6317241379310344,0.7006896551724138,0.52,0.48,0.6749425287356322,0.48,0.52,0.52,0.52,0.5967816091954024,0.52,0.6211494252873563,0.6280459770114942,0.48,0.6386206896551724,0.6105747126436781,0.568735632183908,0.6340229885057471,0.48,0.6533333333333333,0.48,0.6505747126436782,0.48,0.52,0.48,0.52,0.6372413793103449,0.608735632183908,0.6022988505747127,0.52,0.52,0.6533333333333333,0.6629885057471264,0.6432183908045978,0.6487356321839081,0.48,0.48,0.6473563218390804,0.52
