,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.75,0.775,0.775,0.7833333333333333,0.375,0.7333333333333333,0.75,0.7666666666666667,0.775,0.6833333333333333,0.7,0.725,0.7166666666666667,0.775,0.6583333333333333
