,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.9525,0.9625,0.9425,0.9775,0.9575,0.9625,0.9525,0.9725,0.9725,0.9625,0.9225,0.94,0.9475,0.9625,0.9775
